input,output
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Sejauh ini , Klopp sangat superior atas penerusnya di Borussia Dortmund tersebut .",<extra_id_0> Klopp <extra_id_1> person ; <extra_id_2> Borussia Dortmund <extra_id_3> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Sebelum menjadi manajer Liverpool , Klopp memang rutin bertemu dengan Tuchel pada setiap laga Bundesliga .",<extra_id_0> Liverpool <extra_id_1> location ; <extra_id_2> Klopp <extra_id_3> person ; <extra_id_4> Tuchel <extra_id_5> person
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Dilansir dari Transfermarkt , pertemuan pertama keduanya terjadi pada 21 November 2009 , saat Tuchel menjalani musim perdana sebagai pelatih Mainz atau setahun setelah kepergian Klopp dari klub tersebut .",<extra_id_0> Tuchel <extra_id_1> person ; <extra_id_2> Klopp <extra_id_3> person ; <extra_id_4> Mainz <extra_id_5> location
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Kemenangan pertama Klopp adalah pada 31 Oktober 2010 saat Dortmund mengalahkan Mainz dengan skor 2 - 0 .",<extra_id_0> Klopp <extra_id_1> person ; <extra_id_2> Dortmund <extra_id_3> organization ; <extra_id_4> Mainz <extra_id_5> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Dortmund akan lebih dulu jadi tuan rumah pada Jumat ( 8/4 ) dinihari WIB besok sebelum gantian tandang ke Anfield pekan depan .",<extra_id_0> Dortmund <extra_id_1> location ; <extra_id_2> Anfield <extra_id_3> location
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | "" Bagiku , ini bukan pertama kalinya aku menyambut Juergen kembali ke klub lamanya .",<extra_id_0> Juergen <extra_id_1> person
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Ini sudah keenam kalinya untukku , jadi ini seperti pertemuan rutin di antara kami , "" ujar Tuchel seperti dikutip Sky Sports .",<extra_id_0> Tuchel <extra_id_1> person ; <extra_id_2> Sky Sports <extra_id_3> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Jika di 10 pertemuan sebelumnya , Tuchel selalu didominasi oleh Klopp .",<extra_id_0> Tuchel <extra_id_1> person ; <extra_id_2> Klopp <extra_id_3> person
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Paris Saint - Germain harus puas bermain imbang saat menghadapi tamunya , Manchester City , pada leg pertama babak perempat final Liga Champions , Kamis ( 7/4 ) dini hari WIB .",<extra_id_0> Paris Saint - Germain <extra_id_1> organization ; <extra_id_2> Manchester City <extra_id_3> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Laga yang berlangsung di Stadion Parc des Princes tersebut berkesudahan dengan skor 2 - 2 .",<extra_id_0> Stadion Parc des Princes <extra_id_1> location
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Namun PSG mampu membalikkan keadaan melalui gol Zlatan Ibrahimovic dan Adrien Rabiot .",<extra_id_0> PSG <extra_id_1> organization ; <extra_id_2> Zlatan Ibrahimovic <extra_id_3> person ; <extra_id_4> Adrien Rabiot <extra_id_5> person
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Di jantung pertahanan , manajer Man City , Manuel Pellegrini , memasang duet Eliaquim Mangala dan Nicolas Otamendi .",<extra_id_0> Man City <extra_id_1> organization ; <extra_id_2> Manuel Pellegrini <extra_id_3> person ; <extra_id_4> Eliaquim Mangala <extra_id_5> person ; <extra_id_6> Nicolas Otamendi <extra_id_7> person
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Perlu dicatat , dua pemain ini mendapatkan sorotan karena gagal menggantikan Kompany yang cedera betis sejak November 2015 .",<extra_id_0> Kompany <extra_id_1> person
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Menghadapi PSG yang memiliki lini serang di atas rata - rata , garis pertahanan rendah pun dipilih Man City .",<extra_id_0> PSG <extra_id_1> organization ; <extra_id_2> Man City <extra_id_3> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Hanya saja , PSG kala itu menurunkan Edinson Cavani sebagai penyerang sayap kiri , yang biasanya ditempati Lucas Moura .",<extra_id_0> PSG <extra_id_1> organization ; <extra_id_2> Edinson Cavani <extra_id_3> person ; <extra_id_4> Lucas Moura <extra_id_5> person
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Situasi ini membuat bek tengah PSG , David Luiz dan Thiago Silva , terpancing untuk menghalaunya .",<extra_id_0> PSG <extra_id_1> organization ; <extra_id_2> David Luiz <extra_id_3> person ; <extra_id_4> Thiago Silva <extra_id_5> person
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Fernando lebih difungsikan sebagai penjaga kedalaman lini tengah di depan kotak penalti pertahanan Man City .",<extra_id_0> Fernando <extra_id_1> person ; <extra_id_2> Man City <extra_id_3> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Serangan ini diakhiri dengan umpan silang yang dilepaskan Sagna ke jantung pertahanan PSG sehingga menciptakan kemelut ( blunder dari Serge Aurier ) yang dimanfaatkan Fernandinho .",<extra_id_0> Sagna <extra_id_1> person ; <extra_id_2> Serge Aurier <extra_id_3> person ; <extra_id_4> Fernandinho <extra_id_5> person ; <extra_id_6> PSG <extra_id_7> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | "" Samsung ingin dekatkan pemerintah dan pemuda dengan TI ( teknologi informasi ) , "" kata Lee .",<extra_id_0> Samsung <extra_id_1> organization ; <extra_id_2> Lee <extra_id_3> person
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Salah satu pewaris Samsung Group di Korea Selatan , Lee Yoon - hyung , meninggal dunia .",<extra_id_0> Samsung Group <extra_id_1> organization ; <extra_id_2> Korea Selatan <extra_id_3> location ; <extra_id_4> Lee Yoon - hyung <extra_id_5> person
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Menurut Analis Telecom Media di Caris & Co . Susan Kalla , totalnya , Samsung diperkirakan akan mengapalkan sekitar 115 juta ponsel tahun ini dan membidik 12 % pangsa pasar ponsel .",<extra_id_0> Caris & Co <extra_id_1> organization ; <extra_id_2> Samsung <extra_id_3> organization ; <extra_id_4> Susan Kalla <extra_id_5> person
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Sedangkan untuk Printer , Samsung masih di bawah HP dengan pangsa pasar 10,2 % .",<extra_id_0> Samsung <extra_id_1> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Sanggar Alang@lang yang menawarkan konsep pendidikan keliling jemput bola bagi anak perawan PRTA ( pembantu rumah tangga rawan bahaya ) dengan mobil OB - Van , didanai Samsung sebesar US$ 13.362",<extra_id_0> Sanggar Alang@lang <extra_id_1> organization ; <extra_id_2> Samsung <extra_id_3> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Samsung Electronics mengatakan telah membuat panel LCD dua sisi untuk layar ponsel .",<extra_id_0> Samsung Electronics <extra_id_1> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Sebagai tambahan , the Ultra Edition 13.8 Z720 adalah ponsel pertama Samsung yang memiliki program Google mobile search dan Gmail ( Google Mail ) yang memungkinkan para konsumen mencari informasi , dan mengatur email saat berada di tengah perjalanan .",<extra_id_0> Samsung <extra_id_1> organization ; <extra_id_2> Google <extra_id_3> organization ; <extra_id_4> Google <extra_id_5> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Perusahaan yang ikut berpartisipasi yaitu Motorola , NEC , Panasonic Mobile Communication , Samsung Electronics , NTT DoCoMo , dan Vodafone Group Services .",<extra_id_0> Motorola <extra_id_1> organization ; <extra_id_2> NEC <extra_id_3> organization ; <extra_id_4> Panasonic Mobile Communication <extra_id_5> organization ; <extra_id_6> Samsung Electronics <extra_id_7> organization ; <extra_id_8> NTT DoCoMo <extra_id_9> organization ; <extra_id_10> Vodafone Group Services <extra_id_11> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Pantauan detikcom , TV LCD bermerek Samsung 46 inci berwarna hitam itu baru terpasang di lantai III , IV , VI , VII , dan XII tepat di depan lift gedung Nusantara I DPR .",<extra_id_0> detikcom <extra_id_1> organization ; <extra_id_2> Samsung <extra_id_3> organization ; <extra_id_4> DPR <extra_id_5> organization ; <extra_id_6> gedung Nusantara I <extra_id_7> location
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Di surat saya sebelumnya saya memberitahukan kepada konsumen barang elektronik untuk berhati - hati terhadap produk Samsung .",<extra_id_0> Samsung <extra_id_1> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Saya adalah salah satu dari konsumen produk Samsung yang mungkin sangat dikecewakan .",<extra_id_0> Samsung <extra_id_1> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | kira 4 hari setelah telepon saya , dua orang teknisi dari Samsung datang dan memastikan kalau memang benar terdapat satu titik mati .",<extra_id_0> Samsung <extra_id_1> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Untuk itulah di ajang Mobile World Congress 2008 , yang digelar di Fira de Barcelona - Spanyol , Alcatel - Lucent dan Samsung mendemonstrasikan solusi end - to - end , yang mengintegrasikan PDA dual - mode ( Wimax dan GSM / EDGE ) milik Samsung dan perangkat jaringan milik Alcatel - Lucent .",<extra_id_0> Fira de Barcelona <extra_id_1> location ; <extra_id_2> Spanyol <extra_id_3> location ; <extra_id_4> Alcatel - Lucent <extra_id_5> organization ; <extra_id_6> Samsung <extra_id_7> organization ; <extra_id_8> Samsung <extra_id_9> organization ; <extra_id_10> Alcatel - Lucent <extra_id_11> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Chairman Samsung , Lee Kun - Hee akhirnya mengumumkan pengunduran dirinya , selang 5 hari setelah dituduh menghindari pajak dan melanggar kepercayaan .",<extra_id_0> Samsung <extra_id_1> organization ; <extra_id_2> Lee Kun - Hee <extra_id_3> person
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Menurut Samsung , W510 merupakan ponsel pertama Samsung yang dibuat dari jagung .",<extra_id_0> Samsung <extra_id_1> organization ; <extra_id_2> Samsung <extra_id_3> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Jumat , 24 Oktober 2008 kemarin saya menelepon untuk konfirmasi dengan Samsung Service Centre ( SSC ) yang berada di Millenium Plaza .",<extra_id_0> Samsung Service Centre <extra_id_1> organization ; <extra_id_2> SSC <extra_id_3> organization ; <extra_id_4> Millenium Plaza <extra_id_5> location
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Selain Intel , Toshiba dan Samsung disebut - sebut juga akan mengumumkan produk sejenis pada Januari 2009 .",<extra_id_0> Intel <extra_id_1> organization ; <extra_id_2> Toshiba <extra_id_3> organization ; <extra_id_4> Samsung <extra_id_5> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Kebetulan saya berlangganan koran Bola dan Suara Pembaharuan , yang mana Samsung penah mengiklankan di koran tersebut .",<extra_id_0> Bola <extra_id_1> organization ; <extra_id_2> Suara Pembaharuan <extra_id_3> organization ; <extra_id_4> Samsung <extra_id_5> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Alhasil , ketika memiliki beberapa produk ponsel bertenaga alternatif , seperti tenaga surya , Samsung lebih memilih untuk pelan - pelan dalam membaca ritme pasar .",<extra_id_0> Samsung <extra_id_1> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Samsung akhirnya memasarkan kamera poket digital seri ST1000 besutannya di Indonesia .",<extra_id_0> Samsung <extra_id_1> organization ; <extra_id_2> Indonesia <extra_id_3> location
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Seperti besutan Samsung dan HTC yang sudah bisa dijajal pengunjung CTIA 2009 .",<extra_id_0> Samsung <extra_id_1> organization ; <extra_id_2> HTC <extra_id_3> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Bahkan di hari pertama ajang CTIA 2009 , Behold II tersimpan rapi oleh Samsung di kotak etalase .",<extra_id_0> Samsung <extra_id_1> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Tidak ada satu menit pun dari pihak Samsung yang seolah - olah terkesan ingin memperumit keadaan seperti pada umumnya kalau saya mengklaim satu produk bermasalah .",<extra_id_0> Samsung <extra_id_1> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Samsung mulai menjual ponsel layar sentuh ke pasar pada 2008 lalu , dengan harga bersaing .",<extra_id_0> Samsung <extra_id_1> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Tampaknya ini adalah kesempatan emas bagi Android untuk merebut hati para fans Samsung .",<extra_id_0> Samsung <extra_id_1> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Dengan demikian persoalan ini telah diselesaikan dengan baik oleh Samsung Service Tomang .",<extra_id_0> Samsung Service Tomang <extra_id_1> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Samsung Electronics menyiapkan lebih dari 5.000 unit ponsel Samsung OmniaLITE ( B7300 ) untuk meramaikan Youth Olympic Games Singapore 2010 .",<extra_id_0> Samsung Electronics <extra_id_1> organization ; <extra_id_2> Samsung <extra_id_3> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Seperti misteri ponsel Zune dan sistem operasi Windows Mobile 7 besutan Microsoft hingga menanti gertakan Bada , OS jagoan Samsung .",<extra_id_0> Microsoft <extra_id_1> organization ; <extra_id_2> Samsung <extra_id_3> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Samsung akan merilis 15 hingga 20 seri printer laser terbarunya di sepanjang 2010 ini demi mengejar target 30 % pangsa pasar printer laser di Indonesia yang diproyeksi badan riset IDC berkisar 191 ribu unit .",<extra_id_0> Samsung <extra_id_1> organization ; <extra_id_2> IDC <extra_id_3> organization ; <extra_id_4> Indonesia <extra_id_5> location
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Jika sukses , maka kemungkinan besar jajaran notebook Samsung keluar sesuai rencana .",<extra_id_0> Samsung <extra_id_1> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | "" 3D tak hanya terobosan teknologi , ini adalah masa depan televisi , "" ucap Yoon Boo - Keun , Presiden Visual Display Business Unit Samsung dengan percaya diri .",<extra_id_0> Yoon Boo - Keun <extra_id_1> person ; <extra_id_2> Samsung <extra_id_3> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Di saat bersamaan , Samsung juga merilis pemutar DVD Blu - Ray 3D dengan seri BD - C6900 .",<extra_id_0> Samsung <extra_id_1> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Dikatakannya pemain besar seperti Samsung , LG , Nokia tidak berani masuk berinvestasi ke Indonesia karena tak kuasa bersaing dengan HP - HP ilegal dan segmen HP low end dari China .",<extra_id_0> Samsung <extra_id_1> organization ; <extra_id_2> LG <extra_id_3> organization ; <extra_id_4> Nokia <extra_id_5> organization ; <extra_id_6> Indonesia <extra_id_7> location ; <extra_id_8> China <extra_id_9> location
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Seperti dikutip detikINET dari Gizmodo , Senin ( 26/4/2010 ) , ia melakukan tudingan kontroversial itu lewat bukunya berjudul Think Samsung .",<extra_id_0> detikINET <extra_id_1> organization ; <extra_id_2> Gizmodo <extra_id_3> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Jika Android dipercaya untuk menggarap 50 % ponsel pintar anyar Samsung , maka Bada hanya 33 % .",<extra_id_0> Samsung <extra_id_1> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | "" Selama ini Samsung memang terkenal dengan ragam aplikasi berbasis Java .",<extra_id_0> Samsung <extra_id_1> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Para pembeli iPhone 4 yang kedapatan mengeluh di jejaring sosial seperti Twitter , langsung disambut oleh Samsung yang menawarkan pesan menggiurkan .",<extra_id_0> Twitter <extra_id_1> organization ; <extra_id_2> Samsung <extra_id_3> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Karena itu Samsung Wave cukup laris di sana , "" paparnya kepada detikINET .",<extra_id_0> Samsung <extra_id_1> organization ; <extra_id_2> detikINET <extra_id_3> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Produk lanjutan Samsung Galaxy Spica ini bernama i9000 , atau lebih dikenal dengan nama Samsung Galaxy S. Galaxy S merupakan ponsel kelas premium lain , disamping Omnia yang mengusung Windows Mobile .",<extra_id_0> Samsung <extra_id_1> organization ; <extra_id_2> Samsung <extra_id_3> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Hal ini agaknya disengaja oleh Samsung agar dapat menggelitik rasa penasaran publik .",<extra_id_0> Samsung <extra_id_1> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Selain dengan HTC , Sony Ericsson jelas harus bersaing ketat dengan vendor Samsung , Motorola dan LG yang kesemuanya sangat agresif di ranah Android .",<extra_id_0> HTC <extra_id_1> organization ; <extra_id_2> Sony Ericsson <extra_id_3> organization ; <extra_id_4> Samsung <extra_id_5> organization ; <extra_id_6> Motorola <extra_id_7> organization ; <extra_id_8> LG <extra_id_9> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | "" Samsung galaxy tab dirancang sedemikian rupa sehingga para pengguna dapat merasakan pengalaman online yang luar biasa , "" ujar Yoo Young Kim , Managing Director PT Samsung Electronics Indonesia , di Ritz Carlon Hotel , Selasa ( 19/10/10 ) .",<extra_id_0> Samsung <extra_id_1> organization ; <extra_id_2> PT Samsung Electronics Indonesia <extra_id_3> organization ; <extra_id_4> Yoo Young Kim <extra_id_5> person ; <extra_id_6> Ritz Carlon Hotel <extra_id_7> location
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Google dan Samsung dilaporkan sedang sibuk mempersiapkan peluncuran smartphone Android , Google Nexus Two .",<extra_id_0> Google <extra_id_1> organization ; <extra_id_2> Samsung <extra_id_3> organization ; <extra_id_4> Google <extra_id_5> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Melalui keterangan tertulis yang diterima detikINET , Kamis ( 6/1/2011 ) , Samsung menjadwalkan memori DDR4 bakal tersedia mulai tengah tahun 2011 menggantikan DDR3 yang telah lama beredar .",<extra_id_0> detikINET <extra_id_1> organization ; <extra_id_2> Samsung <extra_id_3> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Sayangnya Samsung belum menjelaskan detail harga saat sudah dipasarkan nanti .",<extra_id_0> Samsung <extra_id_1> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Dengan bekal beberapa produk tablet sekaligus , Samsung agaknya serius menghadapi tantangan besar di pasar tablet .",<extra_id_0> Samsung <extra_id_1> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Yang mengejutkan , Bada OS besutan Samsung diprediksi menunjukan tajinya dengan pangsa pasar 10 persen di 2016 .",<extra_id_0> Samsung <extra_id_1> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Pada hari Jumat ( 6/5/11 ) saya membeli sebuah HP baru merek Samsung ( tipe GT - E2652W ) di sebuah toko yang berlokasi di ITC - BSD .",<extra_id_0> Samsung <extra_id_1> organization ; <extra_id_2> ITC - BSD <extra_id_3> location
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Tak seperti Samsung dan HTC , sayangnya Asus belum menggunakan custom User Interace ( UI ) mereka sendiri , karena masih menggunakan tampilan orisinil OS Android Honeycomb 3.0 .",<extra_id_0> Samsung <extra_id_1> organization ; <extra_id_2> HTC <extra_id_3> organization ; <extra_id_4> Asus <extra_id_5> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Hanya dalam waktu 55 hari sejak penjualan perdananya , Samsung mengklaim Galaxy S II telah terjual menembus angka 3 juta unit .",<extra_id_0> Samsung <extra_id_1> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Hanya dalam waktu 55 hari sejak penjualan perdananya , Samsung mengungkap Galaxy S II telah terjual menembus angka 3 juta unit .",<extra_id_0> Samsung <extra_id_1> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Awal pekan ini , Samsung menarik tuntutannya terhadap Apple dalam perseteruan hak paten di Amerika Serikat .",<extra_id_0> Samsung <extra_id_1> organization ; <extra_id_2> Apple <extra_id_3> organization ; <extra_id_4> Amerika Serikat <extra_id_5> location
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Salah satu petinggi di Research in Motion ( RIM ) yang menjabat sebagai Senior Product Manager BlackBerry PlayBook memutuskan untuk melanjutkan karirnya di Samsung .",<extra_id_0> Research in Motion <extra_id_1> organization ; <extra_id_2> RIM <extra_id_3> organization ; <extra_id_4> Samsung <extra_id_5> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Beberapa pihak menilai , Apple mulai cemas dengan sepak terjang Samsung sehingga mereka melancarkan gugatan hukum .",<extra_id_0> Apple <extra_id_1> organization ; <extra_id_2> Samsung <extra_id_3> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Rencana Apple membesut iPhone murah juga sebagai upaya menandingi smartphone Android berharga murah , terutama pesaing ketatnya , Samsung .",<extra_id_0> Apple <extra_id_1> organization ; <extra_id_2> Samsung <extra_id_3> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Sebuah surat kabar asal Taiwan yang mengutip informasi dari narasumber yang mengetahui hal ini melaporkan , Samsung mengundang produsen PC Compal , Quanta dan Pegatron menghadiri pertemuan di Korea .",<extra_id_0> Taiwan <extra_id_1> location ; <extra_id_2> Korea <extra_id_3> location ; <extra_id_4> Samsung <extra_id_5> organization ; <extra_id_6> Compal <extra_id_7> organization ; <extra_id_8> Quanta <extra_id_9> organization ; <extra_id_10> Pegatron <extra_id_11> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Putusan itu juga menyatakan Samsung tidak diperkenankan menjual perangkat tabletnya tersebut di negara Uni Eropa , kendati divisi penjualan perangkat Samsung yang lain diperbolehkan berjualan di negara - negara itu .",<extra_id_0> Samsung <extra_id_1> organization ; <extra_id_2> Uni Eropa <extra_id_3> organization ; <extra_id_4> Samsung <extra_id_5> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Malang bagi Samsung , perusahaan asal Korea Selatan ini juga harus menunda penjualan Galaxy Tab 10.1 di Australia karena alasan yang sama .",<extra_id_0> Samsung <extra_id_1> organization ; <extra_id_2> Korea Selatan <extra_id_3> location ; <extra_id_4> Australia <extra_id_5> location
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | "" Komplain ini berfokus pada tiga paten teknologi dan bukan di desain tablet , "" kata juru bicara Samsung , yang detikINET kutip dari AFP , Rabu ( 14/9/2011 ) .",<extra_id_0> Samsung <extra_id_1> organization ; <extra_id_2> detikINET <extra_id_3> organization ; <extra_id_4> AFP <extra_id_5> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | "" Fasilitas Samsung di Noida saat ini membuat ponsel dual SIM , multimedia dan layar sentuh dan pada akhir tahun akan mulai memproduksi handset Android serta Bada , "" kata Ranjit Yadav , Kepala Samsung India .",<extra_id_0> Samsung <extra_id_1> organization ; <extra_id_2> Samsung <extra_id_3> organization ; <extra_id_4> Noida <extra_id_5> location ; <extra_id_6> India <extra_id_7> location ; <extra_id_8> Ranjit Yadav <extra_id_9> person
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Dalam pengembangan pabrik tersebut , Samsung menggelontorkan investasi baru sejumlah USD 70 juta .",<extra_id_0> Samsung <extra_id_1> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Samsung dan Intel berduet untuk menciptakan sistem operasi mobile baru .",<extra_id_0> Samsung <extra_id_1> organization ; <extra_id_2> Intel <extra_id_3> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Sedangkan Samsung sendiri telah balik menggugat Apple di Negeri Kanguru itu terkait sejumlah pelanggaran paten .",<extra_id_0> Samsung <extra_id_1> organization ; <extra_id_2> Apple <extra_id_3> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Diskon ini digelar di sebuah toko Samsung yang berlokasi di Sydney , Australia .",<extra_id_0> Samsung <extra_id_1> organization ; <extra_id_2> Sydney <extra_id_3> location ; <extra_id_4> Australia <extra_id_5> location
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Galaxy S II termasuk smartphone kebanggaan Samsung yang kabarnya sudah terjual 10 juta unit di seluruh dunia .",<extra_id_0> Samsung <extra_id_1> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Baru di belakangnya diikuti BlackBerry dengan raihan 21 % dibuntuti oleh Samsung dengan 9 % .",<extra_id_0> BlackBerry <extra_id_1> organization ; <extra_id_2> Samsung <extra_id_3> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Sebanyak empat produk Samsung dinilai Apple melanggar hak patennya di Amerika Serikat yaitu Galaxy S 4 G , Infuse 4 G , Droid Charge , dan Galaxy Tab 10.1 .",<extra_id_0> Samsung <extra_id_1> organization ; <extra_id_2> Apple <extra_id_3> organization ; <extra_id_4> Amerika Serikat <extra_id_5> location
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Seperti diketahui , Apple dan Samsung saling menggugat di sejumlah negara .",<extra_id_0> Apple <extra_id_1> organization ; <extra_id_2> Samsung <extra_id_3> organization
"Ekstrak NER dengan format >> entity : <extra_id_0>, entity_type : <extra_id_1> | Dengan layar seluas 5,3 inch , Galaxy Note adalah smartphone terbesar Samsung .",<extra_id_0> Samsung <extra_id_1> organization
