text,target_aos,target_cs,t5_str_pred_aos,flan_t5_str_pred_aos,t5_str_pred_cs,flan_t5_str_pred_cs
There was a really nice vibe about the place . . . good music /AS/ atmosphere and happy looking people .,"( music , good , positive ) ; ( atmosphere , good , positive ) ; ( vibe , nice , positive ) ; ( people , happy , positive )","( ambience general , positive ) ; ( restaurant miscellaneous , positive )","( vibe, nice, positive ) ; ( music, good, positive ) ; ( atmosphere, happy looking, positive ) ; ( people, happy looking, positive )","( vibe, nice, positive ) ; ( music, good, positive ) ; ( atmosphere, good, positive ) ; ( people, happy, positive )","( ambience general, positive ) ; ( ambience general, positive ) ; ( service general, positive )","( ambience general, positive ) ; ( ambience general, positive ) ; ( people general, positive )"
Try the Chef ' s Choice for sushi as the smoked yellowtail was incredible and the rolls were also tasty .,"( rolls , tasty , positive ) ; ( smoked yellowtail , incredible , positive ) ; ( Chef ' s Choice for sushi , Try , positive )","( food quality , positive )","( smoked yellowtail, incredible, positive ) ; ( rolls, tasty, positive )","( Chef's Choice for sushi, Try, positive ) ; ( smoked yellowtail, incredible, positive ) ; ( rolls, tasty, positive )","( food quality, positive )","( food quality, positive ) ; ( food style_options, positive )"
The sushi is as fresh as it comes ? you ' d think ocean was in their backyard /AS/ no joke !,"( sushi , fresh , positive )","( food quality , positive )","( sushi, fresh, positive )","( sushi, fresh, positive )","( food quality, positive )","( food quality, positive )"
food was fine /AS/ with a some little - tastier - than - normal salsa .,"( food , fine , positive ) ; ( salsa , little - tastier - than - normal , positive )","( food quality , positive )","( food, fine, positive ) ; ( salsa, tastier, negative )","( food, fine, positive ) ; ( salsa, tastier, negative )","( food quality, mixed )","( food quality, mixed )"
For the finicky sushi eater and those who have sampled the best NYC has to offer /AS/ the fish is the freshest and the service is superb .,"( fish , freshest , positive ) ; ( service , superb , positive )","( food quality , positive ) ; ( service general , positive )","( fish, freshest, positive ) ; ( service, superb, positive ) ; ( sushi eater, finicky, negative )","( fish, freshest, positive ) ; ( service, superb, positive ) ; ( sushi eater, finicky, positive )","( food quality, positive ) ; ( service general, positive )","( food quality, positive ) ; ( service general, positive )"
Old Reliable,"( NULL , Reliable , positive )","( restaurant general , positive )","( NULL, Old Reliable, negative )","( NULL, Old Reliable, positive )","( restaurant general, negative )","( restaurant general, positive )"
One of the best Sushi place in town .,"( Sushi place , best , positive )","( restaurant general , positive )","( Sushi place, best, positive )","( NULL, best, positive )","( restaurant general, positive )","( restaurant general, positive )"
Food wise /AS/ its ok but a bit pricey for what you get considering the restaurant is n ' t a fancy place .,"( Food , ok , neutral ) ; ( restaurant , pricey , negative ) ; ( restaurant , is n ' t a fancy , neutral )","( food quality , neutral ) ; ( restaurant prices , negative ) ; ( ambience general , neutral )","( Food, ok, neutral ) ; ( restaurant, pricey, negative )","( Food, ok, neutral ) ; ( Food, pricey, negative )","( food quality, neutral ) ; ( restaurant prices, negative )","( food quality, neutral ) ; ( restaurant prices, negative )"
– Love their pizza /AS/ especially the mushroom pizza .,"( pizza , Love , positive ) ; ( mushroom pizza , Love , positive )","( food quality , positive )","( pizza, Love, positive ) ; ( mushroom pizza, Love, positive )","( pizza, Love, positive ) ; ( mushroom pizza, Love, positive )","( food quality, positive )","( food quality, positive )"
They came in their own nifty take out box and with some homemade frosting /ES/ very light and not - too - sweet .,"( NULL , very light , positive ) ; ( NULL , not - too - sweet , positive )","( food quality , positive )","( NULL, own nifty take out box, positive ) ; ( homemade frosting, light, positive ) ; ( NULL, not - too - sweet, positive )","( NULL, nifty, positive ) ; ( frosting, light, positive ) ; ( frosting, not - too - sweet, positive )","( food style_options, positive ) ; ( food quality, positive )","( food style_options, positive ) ; ( food quality, neutral )"
Enjoyed the food,"( food , Enjoyed , positive )","( food quality , positive )","( food, Enjoyed, positive )","( food, Enjoyed, positive )","( food quality, positive )","( food quality, positive )"
I ' ve been to this restaurant over a dozen times with no complaints to date .,"( restaurant , no complaints , positive )","( restaurant general , positive )","( restaurant, no complaints, positive )","( restaurant, no complaints, positive )","( restaurant general, positive )","( restaurant general, positive )"
Prefer to order it and pick it up though because I do n ' t like the servers /AS/ one young woman in particular .,"( servers , do n ' t like , negative ) ; ( young woman , do n ' t like , negative )","( service general , negative )","( servers, don't like, negative )","( servers, don't like, negative )","( service general, negative )","( service general, negative )"
awesome find,"( NULL , awesome , positive )","( restaurant general , positive )","( NULL, awesome, positive )","( NULL, awesome, positive )","( restaurant general, positive )","( restaurant general, positive )"
It was n ' t the freshest seafood ever /AS/ but the taste and presentation was OK .,"( seafood , OK , neutral ) ; ( seafood , was n ' t the freshest , neutral )","( food style_options , neutral ) ; ( food quality , neutral )","( seafood, freshest, negative ) ; ( NULL, OK, neutral )","( seafood, freshest, neutral ) ; ( NULL, OK, neutral )","( food quality, negative ) ; ( food style_options, neutral )","( food quality, neutral ) ; ( food style_options, neutral )"
However /AS/ the value and service are both severely lacking .,"( service , lacking , negative ) ; ( NULL , lacking , negative )","( service general , negative ) ; ( restaurant prices , negative )","( value, lacking, negative ) ; ( service, lacking, negative )","( value, lacking, negative ) ; ( service, lacking, negative )","( restaurant prices, negative ) ; ( service general, negative )","( restaurant prices, negative ) ; ( service general, negative )"
In Grammercy / Union Square / East Village this is my neighbors and my favorite spot .,"( spot , favorite , positive )","( restaurant general , positive )","( spot, favorite, positive )","( spot, favorite, positive )","( restaurant general, positive )","( restaurant general, positive )"
The side of potatoes is to die for /AS/ as is the labne /OB/ yogurt dip /CB/ .,"( side of potatoes , die for , positive ) ; ( labne /OB/ yogurt dip /CB/ , side of potatoes , positive )","( food quality , positive )","( side of potatoes, die for, positive ) ; ( labne /OB/ yogurt dip /CB/, die for, positive )","( side of potatoes, die for, positive ) ; ( labne /OB/ yogurt dip, die for, positive )","( food quality, positive )","( food quality, positive )"
AMAZING .,"( NULL , AMAZING , positive )","( restaurant general , positive )","( NULL, AMAZING, positive )","( NULL, AMAZING, positive )","( food quality, positive )","( restaurant general, positive )"
What a tastly /AS/ flaky treat !,"( NULL , tastly , positive ) ; ( NULL , flaky , positive )","( food quality , positive )","( NULL, flaky, negative )","( NULL, tastly, negative ) ; ( NULL, flaky, negative )","( food quality, negative )","( food quality, negative )"
Great food /AS/ better Margaritas !,"( food , Great , positive ) ; ( Margaritas , better , positive )","( food quality , positive ) ; ( drinks quality , positive )","( food, Great, positive ) ; ( Margaritas, better, positive )","( food, Great, positive ) ; ( Margaritas, better, positive )","( food quality, positive )","( food quality, positive ) ; ( drinks quality, positive )"
The service is really attentive and charming .,"( service , attentive , positive )","( service general , positive )","( service, attentive, positive ) ; ( service, charming, positive )","( service, attentive, positive ) ; ( service, charming, positive )","( service general, positive )","( service general, positive )"
Most importantly /AS/ we were so excited about the food after seeing the very creative menu .,"( menu , creative , positive )","( food style_options , positive )","( food, excited, positive ) ; ( menu, creative, positive )","( food, excited, positive ) ; ( menu, creative, positive )","( food quality, positive ) ; ( food style_options, positive )","( food quality, positive ) ; ( food style_options, positive )"
A cozy spot for 2,"( spot , cozy , positive )","( ambience general , positive )","( spot, cozy, positive )","( spot, cozy, positive )","( ambience general, positive )","( ambience general, positive )"
The best thing is /AS/ the prices are also quite reasonable .,"( NULL , reasonable , positive )","( restaurant prices , positive )","( NULL, reasonable, positive )","( NULL, best, positive ) ; ( NULL, reasonable, positive )","( restaurant prices, positive )","( restaurant prices, positive )"
She promised to speak to the waitress who had flown off in a rage /AS/ but we could hardly take her promise seriously /AS/ seeing as she hadn ' t bothered to get the waitresses name .,"( NULL , flown off in a rage , negative )","( service general , negative )","( waitress, rage, negative )","( waitresses, flown off in a rage, negative )","( service general, negative )","( service general, negative )"
The chana masala /OB/ garbanzo beans /CB/ are also excellent .,"( chana masala /OB/ garbanzo beans /CB/ , excellent , positive )","( food quality , positive )","( chana masala /OB/ garbanzo beans /CB/, excellent, positive )","( chana masala /OB/ garbanzo beans /CB/, excellent, positive )","( food quality, positive )","( food quality, positive )"
This establishment really made a marked decline after /OB/ and this is recurring story /CB/ the airing of FOOD TELEVISIONS `` DINERS /AS/ DRIVE - INS /AS/ AND DIVES `` hosted by Guy Fieri /AS/ in which Schooner or Later was subject of .,"( establishment , decline , negative )","( restaurant general , negative )","( establishment, decline, negative )","( establishment, decline, negative )","( restaurant general, negative )","( restaurant general, negative )"
I love Dungeness crabs and at Ray ' s you can get them served in about 6 different ways !,"( Dungeness crabs , love , positive )","( food style_options , positive )","( Dungeness crabs, love, positive ) ; ( Ray's, served in about 6 different ways, positive )","( Dungeness crabs, love, positive )","( food quality, positive ) ; ( service general, positive )","( food style_options, positive )"
Food was good and appetizing .,"( Food , good , positive )","( food quality , positive )","( Food, good, positive ) ; ( Food, appetizing, positive )","( Food, good, positive ) ; ( Food, appetizing, positive )","( food quality, positive ) ; ( food style_options, positive )","( food quality, positive )"
It was absolutely amazing .,"( NULL , amazing , positive )","( restaurant general , positive )","( NULL, amazing, positive )","( NULL, amazing, positive )","( food quality, positive )","( food quality, positive )"
This is a great place to get a delicious meal .,"( meal , delicious , positive )","( food quality , positive )","( meal, delicious, positive )","( meal, delicious, positive ) ; ( place, great, positive )","( food quality, positive )","( food quality, positive ) ; ( restaurant general, positive )"
plus /AS/ i am allergic to rice /AS/ and the waitstaff was unbelievably accomodating - - did n ' t even bat an eye !,"( waitstaff , accomodating , positive )","( service general , positive )","( waitstaff, accomodating, positive )","( waitstaff, accomodating, negative )","( service general, positive )","( service general, negative )"
– I was highly disappointed in the food at Pagoda .,"( food , disappointed , negative )","( food quality , negative )","( food, disappointed, negative )","( food, disappointed, negative )","( food quality, negative )","( food quality, negative )"
Overpriced,"( NULL , Overpriced , negative )","( restaurant prices , negative )","( NULL, Overpriced, negative )","( NULL, Overpriced, negative )","( food prices, negative )","( food prices, negative )"
This is sad for what once was one of the best places you could ever eat .,"( NULL , sad , negative )","( restaurant general , negative )","( NULL, sad, negative )","( NULL, sad, negative )","( restaurant general, negative )","( restaurant general, negative )"
Once you ' re inside /AS/ the real experience begins .,"( NULL , real experience , positive )","( restaurant general , positive )","( NULL, real, positive )","( NULL, real, positive )","( restaurant general, positive )","( ambience general, positive )"
and the waiter suggested a perfect sake ! !,"( sake , perfect , positive )","( drinks quality , positive )","( sake, perfect, positive )","( waiter, perfect, positive )","( drinks quality, positive )","( drinks quality, positive )"
The owner is belligerent to guests that have a complaint .,"( owner , belligerent , negative )","( service general , negative )","( owner, belligerent, negative )","( owner, belligerent, positive )","( service general, negative )","( service general, positive )"
Everything you want and more /AS/ very fresh .,"( NULL , fresh , positive ) ; ( NULL , want and more , positive )","( food quality , positive ) ; ( food style_options , positive )","( NULL, fresh, positive )","( NULL, fresh, positive )","( food quality, positive )","( food quality, positive )"
My friend enjoyed the grilled Alaskan King Salmon with delectable creamed Washington russet potatoes and crisp green beans .,"( grilled Alaskan King Salmon , enjoyed , positive ) ; ( creamed Washington russet potatoes , delectable , positive ) ; ( green beans , crisp , positive )","( food quality , positive )","( grilled Alaskan King Salmon, enjoyed, positive ) ; ( creamed Washington russet potatoes, enjoyed, positive ) ; ( green beans, enjoyed, positive )","( Alaskan King Salmon, enjoyed, positive ) ; ( creamed Washington russet potatoes, delectable, positive ) ; ( green beans, crisp, positive )","( food quality, positive )","( food quality, positive )"
The food was very good /AS/ filet mignon was probably the best I ' ve ever try .,"( food , good , positive ) ; ( filet mignon , best , positive )","( food quality , positive )","( food, good, positive ) ; ( filet mignon, best, positive )","( food, good, positive ) ; ( filet mignon, best, positive )","( food quality, positive )","( food quality, positive )"
– Mercedes restaurant is so tasty /AS/ the service is undeniably awesome !,"( service , awesome , positive ) ; ( NULL , tasty , positive )","( service general , positive ) ; ( food quality , positive )","( Mercedes restaurant, tasty, positive ) ; ( service, awesome, positive )","( Mercedes restaurant, tasty, positive ) ; ( service, awesome, positive )","( food quality, positive ) ; ( service general, positive )","( food quality, positive ) ; ( service general, positive )"
I can highly recommend their various saag and paneer and korma .,"( saag , recommend , positive ) ; ( paneer , recommend , positive ) ; ( korma , recommend , positive )","( food quality , positive )","( saag, recommend, positive ) ; ( paneer, recommend, positive ) ; ( korma, recommend, positive )","( saag, recommend, positive ) ; ( paneer, recommend, positive ) ; ( korma, recommend, positive )","( food quality, positive )","( food quality, positive )"
The food is great and they make a mean bloody mary .,"( food , great , positive ) ; ( bloody mary , mean , positive )","( food quality , positive ) ; ( drinks quality , positive )","( food, great, positive ) ; ( NULL, mean, negative )","( food, great, positive ) ; ( food, bloody mary, negative )","( food quality, positive )","( food quality, positive )"
Nice food but no spice !,"( food , Nice , positive ) ; ( food , no spice , negative )","( food quality , mixed )","( food, Nice, positive ) ; ( NULL, no spice, negative )","( food, Nice, positive ) ; ( spice, no spice, negative )","( food quality, neutral )","( food quality, neutral )"
Another plus is the open feel of the restaurant with glass walls on all sides .,"( feel , plus , positive ) ; ( feel , open , positive )","( ambience general , positive )","( open feel, positive )","( open feel, open, positive )","( ambience general, positive )","( ambience general, positive )"
Yum !,"( NULL , Yum , positive )","( food quality , positive )","( NULL, Yum, positive )","( NULL, Yum, positive )","( food quality, positive )","( food quality, positive )"
The bathroom itself is very small with two toilets and only one sink /AS/ the girl was staying totally on the way hanging out paper towels from the dispenser .,"( bathroom , small , negative )","( restaurant miscellaneous , negative )","( bathroom, small, negative )","( bathroom, small, negative )","( ambience general, negative )","( ambience general, negative )"
Love the enchiladas and chicken soup - and be sure to check out their specials .,"( enchiladas , Love , positive ) ; ( chicken soup , Love , positive ) ; ( specials , be sure to check out , positive )","( food quality , positive )","( enchiladas, Love, positive ) ; ( chicken soup, Love, positive ) ; ( specials, check out, positive )","( enchiladas, Love, positive ) ; ( chicken soup, Love, positive ) ; ( specials, check out, positive )","( food quality, positive )","( food quality, positive )"
The food is simply unforgettable !,"( food , unforgettable , positive )","( food quality , positive )","( food, unforgettable, positive )","( food, unforgettable, positive )","( food quality, positive )","( food quality, positive )"
Management should really take notice and train their waitstaff and teach them some proper manners .,"( waitstaff , teach them some proper manners , negative )","( service general , negative )","( waitstaff, proper manners, positive )","( waitstaff, train, negative )","( service general, positive )","( service general, negative )"
The staff are friendly and the decor was ethic and colorful .,"( staff , friendly , positive ) ; ( decor , ethic , positive ) ; ( decor , colorful , positive )","( service general , positive ) ; ( ambience general , positive )","( staff, friendly, positive ) ; ( decor, ethic, positive ) ; ( decor, colorful, positive )","( staff, friendly, positive ) ; ( decor, ethic, positive ) ; ( decor, colorful, positive )","( service general, positive ) ; ( ambience general, positive )","( service general, positive ) ; ( ambience general, positive )"
The best Chuwam Mushi I have ever had .,"( Chuwam Mushi , best , positive )","( food quality , positive )","( Chuwam Mushi, best, positive )","( Chuwam Mushi, best, positive )","( food quality, positive )","( food quality, positive )"
Portions was just enough for me /AS/ but may not be for a big eater .,"( Portions , enough , neutral )","( food style_options , neutral )","( NULL, enough, positive )","( Portions, enough, neutral ) ; ( Portions, not be for a big eater, negative )","( food style_options, positive )","( food style_options, neutral )"
Try the Pizza Ensalata !,"( Pizza Ensalata , Try , positive )","( food quality , positive )","( Pizza Ensalata, Try, positive )","( Pizza Ensalata, Try, positive )","( food quality, positive )","( food quality, positive )"
Still I would recommend this place .,"( place , recommend , positive )","( restaurant general , positive )","( place, recommend, positive )","( place, recommend, positive )","( restaurant general, positive )","( restaurant general, positive )"
– The sushi here is perfectly good /AS/ but for $ 5 a piece /AS/ either the slices of fish should be larger /AS/ or there should be no pretense that this is a moderately priced restaurant /OB/ even for NYC /CB/ .,"( sushi , perfectly good , positive ) ; ( restaurant , no pretense that this is a moderately priced restaurant , negative ) ; ( sushi , should be larger , negative ) ; ( sushi , $ 5 a piece , negative )","( food quality , positive ) ; ( restaurant prices , negative ) ; ( food style_options , negative ) ; ( food prices , negative )","( sushi, good, positive ) ; ( slices of fish, larger, negative ) ; ( restaurant, moderately priced, negative )","( sushi, good, positive ) ; ( slices of fish, larger, negative ) ; ( restaurant, moderately priced, positive )","( food quality, positive ) ; ( food prices, negative )","( food quality, positive ) ; ( food prices, negative )"
You are bound to have a very charming time .,"( NULL , charming , positive )","( restaurant general , positive )","( NULL, charming, positive )","( NULL, charming, positive )","( restaurant general, positive )","( restaurant general, positive )"
We have since returned and also had a great experience /AS/ sampling more small plates and a variety of the beer /OB/ cold and good /CB/ .,"( beer , good , positive ) ; ( NULL , great , positive )","( drinks quality , positive ) ; ( restaurant general , positive )","( beer, cold, positive ) ; ( beer, good, positive ) ; ( small plates, sampling, positive )","( NULL, great, positive ) ; ( small plates, sampling, positive ) ; ( beer, cold, positive ) ; ( beer, good, positive )","( food quality, positive )","( drinks style_options, positive ) ; ( drinks quality, positive )"
Best Sushi in town .,"( Sushi , Best , positive )","( food quality , positive )","( Sushi, Best, positive )","( Sushi, Best, positive )","( food quality, positive )","( food quality, positive )"
the staff was very nice and courteous and obviously chinese .,"( staff , nice , positive ) ; ( staff , courteous , positive )","( service general , positive )","( staff, nice, positive ) ; ( staff, courteous, positive ) ; ( staff, chinese, positive )","( staff, nice, positive ) ; ( staff, courteous, positive ) ; ( staff, chinese, positive )","( service general, positive )","( service general, positive )"
We ordered a selection of the small plates /AS/ and the shoe string onions /AS/ goat cheese pizza /AS/ grilled asparagus and fried brie with fruit were all very good .,"( shoe string onions , good , positive ) ; ( goat cheese pizza , good , positive ) ; ( grilled asparagus , good , positive ) ; ( fried brie with fruit , good , positive )","( food quality , positive )","( small plates, good, positive ) ; ( shoe string onions, good, positive ) ; ( goat cheese pizza, good, positive ) ; ( grilled asparagus and fried brie with fruit, good, positive )","( small plates, ordered a selection, positive ) ; ( shoe string onions, good, positive ) ; ( goat cheese pizza, good, positive ) ; ( grilled asparagus, good, positive ) ; ( fried brie with fruit, good, positive )","( food quality, positive )","( food quality, positive )"
Nice job !,"( NULL , Nice , positive )","( restaurant general , positive )","( NULL, Nice, positive )","( job, Nice, positive )","( restaurant general, positive )","( restaurant general, positive )"
Though /AS/ one thing I realized later on was that the restaurant either used MSG or a meat tenderizer on the steak .,"( steak , used MSG , negative )","( food quality , negative )","( steak, used MSG, negative ) ; ( steak, meat tenderizer, negative )","( steak, used MSG or a meat tenderizer, negative )","( food quality, negative )","( food quality, negative )"
Great selection of sakes .,"( selection of sakes , Great , positive )","( drinks style_options , positive )","( sakes, Great selection, positive )","( sakes, Great selection, positive )","( drinks style_options, positive )","( drinks style_options, positive )"
Kudos to these guys .,"( NULL , Kudos , positive )","( restaurant general , positive )","( NULL, Kudos, positive )","( NULL, Kudos, positive )","( restaurant general, positive )","( restaurant general, positive )"
Unless you are just stopping in for a few drinks I wouldn ' t recommend going here .,"( NULL , wouldn ' t recommend , negative )","( restaurant general , negative )","( NULL, wouldn't recommend, negative )","( NULL, wouldn't recommend going here, negative )","( restaurant general, negative )","( restaurant miscellaneous, negative )"
Great bottle of wine .,"( bottle of wine , Great , positive )","( drinks quality , positive )","( bottle of wine, Great, positive )","( bottle of wine, Great, positive )","( drinks quality, positive )","( drinks quality, positive )"
The open sesame combo plate is a bargain for the heap of food given .,"( open sesame combo plate , bargain , positive ) ; ( open sesame combo plate , heap , positive )","( food prices , positive ) ; ( food style_options , positive )","( open sesame combo plate, bargain, positive )","( open sesame combo plate, bargain, positive )","( food quality, positive ) ; ( food style_options, positive )","( food prices, positive )"
WAY OVER - RATED ! ! ! !,"( NULL , OVER - RATED , negative )","( restaurant general , negative )","( NULL, OVER - RATED, negative )","( NULL, OVER - RATED, negative )","( restaurant general, negative )","( restaurant general, negative )"
Worth the wait,"( NULL , Worth , positive )","( restaurant general , positive )","( NULL, Worth, positive )","( NULL, Worth the wait, positive )","( restaurant general, positive )","( restaurant general, positive )"
Doesn ' t get any better than that .,"( NULL , Doesn ' t get any better , positive )","( restaurant general , positive )","( NULL, Doesn't get any better, positive )","( NULL, Doesn't get any better, negative )","( restaurant general, positive )","( restaurant general, negative )"
best honey walnyt prawns that we have every tasted .,"( honey walnyt prawns , best , positive )","( food quality , positive )","( honey walnyt prawns, best, positive )","( honey walnyt prawns, best, positive )","( food quality, positive )","( food quality, positive )"
They have been featured on the food network and they deserve it .,"( NULL , featured , positive )","( restaurant miscellaneous , positive )","( NULL, deserve it, positive )","( NULL, deserve it, positive )","( restaurant general, positive )","( restaurant general, positive )"
I love the warm & cosy environment .,"( environment , warm , positive )","( ambience general , positive )","( environment, love, positive )","( environment, love, positive ) ; ( environment, warm, positive ) ; ( environment, cosy, positive )","( ambience general, positive )","( ambience general, positive )"
Snotty Attitude,"( NULL , Snotty , negative )","( service general , negative )","( NULL, Snotty, negative )","( Attitude, Snotty, negative )","( restaurant general, negative )","( ambience general, negative )"
The atmosphere is aspiring /AS/ and the decor is festive and amazing . . .,"( atmosphere , aspiring , positive ) ; ( decor , festive , positive ) ; ( decor , amazing , positive )","( ambience general , positive )","( atmosphere, aspiring, positive ) ; ( decor, festive, positive ) ; ( decor, amazing, positive )","( atmosphere, aspiring, positive ) ; ( decor, festive, positive ) ; ( decor, amazing, positive )","( ambience general, positive ) ; ( ambience general, positive )","( ambience general, positive )"
Their specialty rolls are impressive /AS/ though I ca n ' t remember what we had .,"( specialty rolls , impressive , positive )","( food quality , positive )","( specialty rolls, impressive, positive )","( specialty rolls, impressive, positive )","( food quality, positive )","( food quality, positive )"
– I loved the pumpkin ravioli and the goat cheese gnocchi /OB/ 5 big ones to a plate instead of 20 or so little gnocchis /CB/ and my sister loved her filet mignon on top of spinach and mashed potatoes .,"( pumpkin ravioli , loved , positive ) ; ( goat cheese gnocchi , loved , positive ) ; ( filet mignon on top of spinach and mashed potatoes , loved , positive )","( food quality , positive ) ; ( food style_options , positive )","( pumpkin ravioli, loved, positive ) ; ( goat cheese gnocchi, big, positive ) ; ( filet mignon, loved, positive )","( pumpkin ravioli, loved, positive ) ; ( goat cheese gnocchi, 5 big, positive ) ; ( filet mignon, loved, positive )","( food quality, positive )","( food style_options, positive ) ; ( food quality, positive )"
Not the biggest portions but adequate .,"( portions , Not the biggest , neutral )","( food style_options , neutral )","( portions, Not the biggest, negative ) ; ( portions, adequate, positive )","( portions, Not the biggest, negative ) ; ( portions, adequate, neutral )","( food style_options, negative ) ; ( food quality, positive )","( food style_options, neutral ) ; ( food quality, neutral )"
Go with some friends /AS/ wait the half hour or so with a cup of joe /AS/ and enjoy more than your average breakfast .,"( breakfast , more than your average , positive ) ; ( NULL , enjoy , positive )","( food quality , positive ) ; ( restaurant general , positive )","( breakfast, enjoy, positive )","( NULL, enjoy, positive )","( food quality, positive )","( restaurant general, positive )"
great service .,"( service , great , positive )","( service general , positive )","( service, great, positive )","( service, great, positive )","( service general, positive )","( service general, positive )"
We were then charged for their most expensive sake /OB/ $ 20 + per serving /CB/ when we in fact drank a sake of less than half that price .,"( NULL , expensive , negative )","( service general , negative )","( sake, expensive, negative )","( sake, expensive, negative )","( drinks prices, negative )","( drinks prices, negative ) ; ( drinks quality, positive )"
Delicious,"( NULL , Delicious , positive )","( food quality , positive )","( NULL, Delicious, positive )","( NULL, Delicious, positive )","( food quality, positive )","( food quality, positive )"
The chicken curry and chicken tikka masala are my favorite meat dishes .,"( chicken curry , favorite , positive ) ; ( chicken tikka masala , favorite , positive )","( food quality , positive )","( chicken curry, favorite, positive ) ; ( chicken tikka masala, favorite, positive )","( chicken curry, favorite, positive ) ; ( chicken tikka masala, favorite, positive )","( food quality, positive )","( food quality, positive )"
best restaurant in the world /AS/ great decor /AS/ great customer service /AS/ friendly manager,"( restaurant , best , positive ) ; ( decor , great , positive ) ; ( customer service , great , positive ) ; ( manager , friendly , positive )","( restaurant general , positive ) ; ( ambience general , positive ) ; ( service general , positive )","( restaurant, best, positive ) ; ( decor, great, positive ) ; ( customer service, great, positive ) ; ( manager, friendly, positive )","( decor, great, positive ) ; ( customer service, great, positive ) ; ( manager, friendly, positive )","( ambience general, positive ) ; ( service general, positive )","( ambience general, positive ) ; ( service general, positive ) ; ( service general, positive ) ; ( service general, positive )"
Drinks were good .,"( Drinks , good , positive )","( drinks quality , positive )","( Drinks, good, positive )","( Drinks, good, positive )","( drinks quality, positive )","( drinks quality, positive )"
The presentation of the food was an added bonus /AS/ it looked just as great as it tasted !,"( food , added bonus , positive ) ; ( food , great , positive )","( food style_options , positive ) ; ( food quality , positive )","( food, great, positive )","( food, great, positive )","( food style_options, positive )","( food style_options, positive )"
Even then /AS/ the order was not correct and we were still waiting for a couple items .,"( NULL , waiting , negative )","( service general , negative )","( NULL, not correct, negative )","( NULL, not correct, negative )","( service general, negative )","( service general, negative )"
– We were treated very rudely here one time for breakfast .,"( NULL , rudely , negative )","( service general , negative )","( NULL, rudely, negative )","( NULL, rudely, negative )","( service general, negative )","( service general, negative )"
Great food /AS/ spectacular location /AS/ and friendly service keep us coming back year after year .,"( food , Great , positive ) ; ( location , spectacular , positive ) ; ( service , friendly , positive )","( food quality , positive ) ; ( location general , positive ) ; ( service general , positive )","( food, Great, positive ) ; ( location, spectacular, positive ) ; ( service, friendly, positive ) ; ( service, coming back, positive )","( food, Great, positive ) ; ( location, spectacular, positive ) ; ( service, friendly, positive ) ; ( NULL, coming back, positive )","( food quality, positive ) ; ( location general, positive ) ; ( service general, positive )","( food quality, positive ) ; ( location general, positive ) ; ( service general, positive )"
WOW ! ! ! ! ! ! ! !,"( NULL , WOW , positive )","( restaurant general , positive )","( NULL, WOW, positive )","( NULL, WOW, positive )","( restaurant general, positive )","( restaurant general, positive )"
– Save yourself the waste of time & DO NOT visit .,"( NULL , DO NOT visit , negative )","( restaurant general , negative )","( NULL, waste of time, negative )","( NULL, DO NOT visit, negative )","( restaurant general, negative )","( restaurant general, negative )"
Food was good and cheap .,"( Food , good , positive ) ; ( Food , cheap , positive )","( food quality , positive ) ; ( food prices , positive )","( Food, good, positive ) ; ( Food, cheap, positive )","( Food, good, positive ) ; ( Food, cheap, positive )","( food quality, positive ) ; ( food prices, positive )","( food quality, positive ) ; ( food prices, positive )"
Mmm . . . good !,"( NULL , good , positive )","( restaurant general , positive )","( NULL, good, positive )","( NULL, good, positive )","( food quality, positive )","( restaurant general, positive )"
Its great if you spent the day there and did n ' t want to drive to eat .,"( NULL , great , positive )","( location general , positive )","( NULL, great, positive )","( NULL, great, positive )","( restaurant miscellaneous, positive )","( restaurant miscellaneous, positive )"
All considered /AS/ I have to say that Ray ' s Boathouse is deserving of its title as a Seattle institution .,"( Ray ' s Boathouse , deserving of its title , positive )","( restaurant general , positive )","( Ray's Boathouse, deserves of its title, positive )","( Ray's Boathouse, deserving of its title, positive )","( restaurant general, positive )","( restaurant general, positive )"
Great value sushi with high quality & nice setting .,"( sushi , Great value , positive ) ; ( sushi , high quality , positive ) ; ( setting , nice , positive )","( food prices , positive ) ; ( food quality , positive ) ; ( ambience general , positive )","( sushi, Great value, positive ) ; ( sushi, high quality, positive ) ; ( setting, nice, positive )","( sushi, Great value, positive ) ; ( setting, high quality, positive ) ; ( setting, nice, positive )","( food quality, positive ) ; ( ambience general, positive ) ; ( food prices, positive )","( food prices, positive ) ; ( ambience general, positive )"
It was so much though that I could barely finish but I did /AS/ since it was delicious .,"( NULL , so much , neutral ) ; ( NULL , delicious , positive )","( food style_options , neutral ) ; ( food quality , positive )","( NULL, delicious, positive )","( NULL, delicious, positive )","( food quality, positive )","( food quality, positive )"
I love this restaurant,"( restaurant , love , positive )","( restaurant general , positive )","( restaurant, love, positive )","( restaurant, love, positive )","( restaurant general, positive )","( restaurant general, positive )"
Not recommanded ! ! !,"( NULL , Not recommanded , negative )","( restaurant general , negative )","( NULL, Not recommanded, negative )","( NULL, Not recommanded, negative )","( restaurant miscellaneous, negative )","( restaurant general, negative )"
We stood there for 10 minutes while employees walked back and forth ignoring us .,"( employees , ignoring , negative )","( service general , negative )","( NULL, ignoring us, negative )","( employees, ignoring us, negative )","( service general, negative )","( service general, negative )"
