input,output,se_order,paradigm
"I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> pleasantly suprised <extra_id_1> NULL,oa,extraction
The food is so cheap and the waiters are nice .| aspect : <extra_id_0>,<extra_id_0> food ; <extra_id_1> waiters,a,extraction
"The view is spectacular , and the food is great .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> location general ; <extra_id_2> positive <extra_id_3> food quality,sc,extraction
I was pleasantly suprised .| aspect : <extra_id_0>,<extra_id_0> NULL,a,extraction
I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork .| category : <extra_id_0>,<extra_id_0> food quality,c,extraction
"This is the MOST wonderful restaurant in all of New York City , not just Brooklyn . . .| category : <extra_id_0>",<extra_id_0> restaurant general,c,extraction
Great Indian Food !| category : <extra_id_0>,<extra_id_0> food quality,c,extraction
Wouldn ' t recomend it for dinner !| category : <extra_id_0>,<extra_id_0> restaurant general,c,extraction
"Big Wong is a great place to eat and fill your stomach .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
"This place is always packed .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> place <extra_id_1> neutral,as,extraction
"The restaurant has a Family feel , not least with regard to the portions which are enormous ; the veal alone could have single - handedly solved third world famine .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> restaurant <extra_id_1> positive ; <extra_id_2> portions <extra_id_3> positive ; <extra_id_4> veal <extra_id_5> positive,as,extraction
"Bagels are ok , but be sure not to make any special requests !| category : <extra_id_0>",<extra_id_0> food quality ; <extra_id_1> service general,c,extraction
"The only thing that my friend left out is that when we sat down at the bar the bartender disappeared .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> disappeared <extra_id_1> bartender,oa,extraction
The only thing more wonderful than the food ( which is exceptional ) is the service .| category : <extra_id_0>,<extra_id_0> food quality ; <extra_id_1> service general,c,extraction
"Their sake list was extensive , but we were looking for Purple Haze , which was n ' t listed but made for us upon request !| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> extensive <extra_id_1> sake list ; <extra_id_2> made for us upon request <extra_id_3> NULL,oa,extraction
The characters really make for an enjoyable experience .| aspect : <extra_id_0>,<extra_id_0> characters,a,extraction
"Moules were excellent , lobster ravioli was VERY salty !| aspect : <extra_id_0>",<extra_id_0> Moules ; <extra_id_1> lobster ravioli,a,extraction
You can get a table without a reservation if you get there early I they do n ' t make you by bottles .| aspect : <extra_id_0>,<extra_id_0> NULL,a,extraction
"Great food , good size menu , great service and an unpretensious setting .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> Great <extra_id_1> food ; <extra_id_2> good size <extra_id_3> menu ; <extra_id_4> great <extra_id_5> service ; <extra_id_6> unpretensious <extra_id_7> setting,oa,extraction
They were served warm and had a soft fluffy interior .| opinion : <extra_id_0>,<extra_id_0> warm ; <extra_id_1> a soft fluffy interior,o,extraction
"During the course of the past 3 months , the chef and staff changed and it was not for the better .| opinion : <extra_id_0>",<extra_id_0> changed ; <extra_id_1> changed,o,extraction
Unhygienic| aspect : <extra_id_0>,<extra_id_0> NULL,a,extraction
Very cozy and warm inside . . .| aspect : <extra_id_0>,<extra_id_0> NULL ; <extra_id_1> NULL,a,extraction
"The hot dogs are top notch , and they ' re Slamwich is amazing !| aspect : <extra_id_0>",<extra_id_0> hot dogs ; <extra_id_1> Slamwich,a,extraction
"The food is amazing . . . especially if you get the Chef ' s tasting menu and your favourite bottle ( or two ! ) of wine from an extensive selection of wines .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> food <extra_id_1> positive ; <extra_id_2> selection of wines <extra_id_3> positive ; <extra_id_4> Chef ' s tasting menu <extra_id_5> positive,as,extraction
"highly recommended .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
Go hungry and enjoy .| opinion : <extra_id_0>,<extra_id_0> enjoy,o,extraction
"Other guests enjoyed pizza , santa fe chopped salad and fish and chips .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> enjoyed <extra_id_1> pizza ; <extra_id_2> enjoyed <extra_id_3> santa fe chopped salad ; <extra_id_4> enjoyed <extra_id_5> fish and chips,oa,extraction
"I had the best ravioli ever .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> ravioli <extra_id_1> positive,as,extraction
"On a hot day it was fabulous to stop in and enjoy lunch .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive ; <extra_id_2> NULL <extra_id_3> positive,as,extraction
It hits the spot every time| aspect : <extra_id_0>,<extra_id_0> NULL,a,extraction
"Considering we were the last patrons there and it was after the closing time , the waitstaff did not rush us at all and made us feel comfortable and relaxed .| category : <extra_id_0>",<extra_id_0> service general ; <extra_id_1> service general,c,extraction
"I did n ' t complain , I liked the atmosphere so much .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> ambience general,sc,extraction
"The porcini mushroom pasta special was tasteless , so was the seafood tagliatelle .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> porcini mushroom pasta special <extra_id_1> negative ; <extra_id_2> seafood tagliatelle <extra_id_3> negative,as,extraction
"The environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> neutral <extra_id_1> ambience general,sc,extraction
I will NEVER return .| category : <extra_id_0>,<extra_id_0> restaurant general,c,extraction
"Haru on Park S is simply disgusting .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> Haru on Park S <extra_id_1> negative,as,extraction
"The service was the only thing good about this restaurant .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> service general,sc,extraction
It was pretty inexpensive too .| opinion : <extra_id_0>,<extra_id_0> inexpensive,o,extraction
"Beef noodle soup is good as well .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality,sc,extraction
I would highly recommend .| opinion : <extra_id_0>,<extra_id_0> highly recommend,o,extraction
"Reliable , Fresh Sushi| aspect : <extra_id_0>",<extra_id_0> Sushi,a,extraction
Open late ( well as late as I ever got there and I ' m a night person )| category : <extra_id_0>,<extra_id_0> restaurant miscellaneous,c,extraction
"I absolutely Loved this place .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
"One of us actually liked the expresso - that ' s it .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> expresso <extra_id_1> positive,as,extraction
The food was actually aweful .| opinion : <extra_id_0>,<extra_id_0> aweful,o,extraction
As always we had a great glass of wine while we waited .| opinion : <extra_id_0>,<extra_id_0> great,o,extraction
"If you do n ' t mind pre - sliced low quality fish , unfriendly staff and a sushi chef that looks like he is miserable then this is your place .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> low quality <extra_id_1> fish ; <extra_id_2> unfriendly <extra_id_3> staff ; <extra_id_4> miserable <extra_id_5> sushi chef,oa,extraction
"We have been to this place many times , and always have great food , wine , and service .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality ; <extra_id_2> positive <extra_id_3> drinks quality ; <extra_id_4> positive <extra_id_5> service general,sc,extraction
"Eating in , the atmosphere saves it , but at your desk , it ' s a very disappointing experience .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> saves <extra_id_1> atmosphere ; <extra_id_2> disappointing <extra_id_3> NULL,oa,extraction
"For desserts , we tried the frozen black sesame mousse ( interesting but not extraordinary ) and matcha ( powdered green tea ) and blueberry cheesecake , which was phenomenal .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> neutral <extra_id_1> food quality ; <extra_id_2> neutral <extra_id_3> food quality ; <extra_id_4> positive <extra_id_5> food quality,sc,extraction
"Even if the food was n ' t this good , the garden is a great place to sit outside and relax .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> great <extra_id_1> garden ; <extra_id_2> was n ' t this good <extra_id_3> food,oa,extraction
"This is a wonderful place on all stand points especially value ofr money .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> place <extra_id_1> positive ; <extra_id_2> place <extra_id_3> positive,as,extraction
"The Four Seasons restaurant is a great experience .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> great <extra_id_1> The Four Seasons restaurant,oa,extraction
"I think that it is absolutely brilliant and well runned business operation .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
The staff was the friendliest that have seen in New York .| category : <extra_id_0>,<extra_id_0> service general,c,extraction
This place is always very crowded and popular .| aspect : <extra_id_0>,<extra_id_0> place ; <extra_id_1> place,a,extraction
Fresh ingredients and everything is made to order .| aspect : <extra_id_0>,<extra_id_0> ingredients,a,extraction
"We ordered the special , grilled branzino , that was so infused with bone , it was difficult to eat .| category : <extra_id_0>",<extra_id_0> food quality,c,extraction
"We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .| aspect : <extra_id_0>",<extra_id_0> staff,a,extraction
I loved it and would go again .| category : <extra_id_0>,<extra_id_0> restaurant general,c,extraction
"The place is so cool and the service is prompt and curtious .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> prompt <extra_id_1> service ; <extra_id_2> curtious <extra_id_3> service ; <extra_id_4> cool <extra_id_5> place,oa,extraction
"Less than three minutes passed before I found myself doubled over the toilet .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> doubled over the toilet <extra_id_1> NULL,oa,extraction
"Planet Thailand has always been a hit with me , I go there usually for the sushi , which is great , the thai food is excellent too .| aspect : <extra_id_0>",<extra_id_0> sushi ; <extra_id_1> thai food ; <extra_id_2> Planet Thailand,a,extraction
Such a disappointment . . .| aspect : <extra_id_0>,<extra_id_0> NULL,a,extraction
"Service was also horrible and the ambience is not that great .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> service general ; <extra_id_2> negative <extra_id_3> ambience general,sc,extraction
Stay away| opinion : <extra_id_0>,<extra_id_0> Stay away,o,extraction
The manager was rude and handled the situation extremely poorly .| aspect : <extra_id_0>,<extra_id_0> manager,a,extraction
"Our teenage kids love it , too .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive,as,extraction
This place has ruined me for neighborhood sushi .| category : <extra_id_0>,<extra_id_0> food quality,c,extraction
"Creative , consistent , fresh .| aspect : <extra_id_0>",<extra_id_0> NULL ; <extra_id_1> NULL ; <extra_id_2> NULL,a,extraction
"The freshest , best variety , and the fastest delivery .| aspect : <extra_id_0>",<extra_id_0> NULL ; <extra_id_1> NULL ; <extra_id_2> delivery,a,extraction
"Ambiance relaxed and stylish .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> ambience general ; <extra_id_2> positive <extra_id_3> ambience general,sc,extraction
"The crust is thin , the ingredients are fresh and the staff is friendly .| aspect : <extra_id_0>",<extra_id_0> crust ; <extra_id_1> staff ; <extra_id_2> ingredients,a,extraction
"Save your money and your time and go somewhere else .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> restaurant general,sc,extraction
"Make sure you have the Spicy Scallop roll . . .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality,sc,extraction
"Great food , great prices , great service .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> Great <extra_id_1> food ; <extra_id_2> great <extra_id_3> NULL ; <extra_id_4> great <extra_id_5> service,oa,extraction
I was there on sat . for my birthday and we had an excellent time .| opinion : <extra_id_0>,<extra_id_0> excellent,o,extraction
Even after they overcharged me the last time I was there .| aspect : <extra_id_0>,<extra_id_0> NULL,a,extraction
"Appetizers took nearly an hour .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> negative,as,extraction
"Rather than preparing vegetarian dish , the chef presented me with a plate of steamed vegetables ( minus sauce , seasoning , or any form or aesthetic presentation ) .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> vegetarian dish <extra_id_1> negative,as,extraction
This place survives on reputation alone .| category : <extra_id_0>,<extra_id_0> restaurant miscellaneous,c,extraction
"Ambience is delightful , service impeccable .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> ambience general ; <extra_id_2> positive <extra_id_3> service general,sc,extraction
It ' s cuz it ' s so good you need to taste it ! ! !| aspect : <extra_id_0>,<extra_id_0> NULL,a,extraction
"The food was excellent as well as service , however , I left The Four Seasons very dissappointed .| opinion : <extra_id_0>",<extra_id_0> excellent ; <extra_id_1> excellent ; <extra_id_2> dissappointed,o,extraction
"We ordered the chicken casserole , but what we got were a few small pieces of chicken , all dark meat and on the bone .| opinion : <extra_id_0>",<extra_id_0> all dark meat and on the bone ; <extra_id_1> small,o,extraction
"For the people who want great food plus great service , Roxy is a place to AVOID !| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> food quality ; <extra_id_2> negative <extra_id_3> service general,sc,extraction
"my favorite place lol| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
"They ' re rude at times , and not very friendly .| opinion : <extra_id_0>",<extra_id_0> rude,o,extraction
the bestt !| opinion : <extra_id_0>,<extra_id_0> bestt,o,extraction
"Even though its good seafood , the prices are too high .| opinion : <extra_id_0>",<extra_id_0> good ; <extra_id_1> high,o,extraction
Mermaid Inn is an overall good restaurant with really good seafood .| opinion : <extra_id_0>,<extra_id_0> good ; <extra_id_1> good,o,extraction
"The food they serve is not comforting , not appetizing and uncooked .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> not comforting <extra_id_1> food ; <extra_id_2> not appetizing <extra_id_3> food,oa,extraction
Keep up the good work guys !| aspect : <extra_id_0>,<extra_id_0> NULL,a,extraction
The farro salad and the mashed yukon potatoes were also extremely tasty .| aspect : <extra_id_0>,<extra_id_0> farro salad ; <extra_id_1> mashed yukon potatoes,a,extraction
"Though it ' s been crowded most times I ' ve gone here , Bark always delivers on their food .| opinion : <extra_id_0>",<extra_id_0> delivers on their food ; <extra_id_1> crowded,o,extraction
Delicious crab cakes too .| opinion : <extra_id_0>,<extra_id_0> Delicious,o,extraction
I was very disappointed with this restaurant .| category : <extra_id_0>,<extra_id_0> restaurant general,c,extraction
I am reluctant to write because I would not want my jem of a pizza place to become overcrowded .| opinion : <extra_id_0>,<extra_id_0> overcrowded,o,extraction
"The food is great and reasonably priced .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> food <extra_id_1> positive ; <extra_id_2> food <extra_id_3> positive,as,extraction
"Try green curry with vegetables .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> green curry with vegetables <extra_id_1> positive,as,extraction
"Anybody who likes this place must be from a different planet , where greasy , dry and tasteless are complimentary .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> negative ; <extra_id_2> NULL <extra_id_3> negative ; <extra_id_4> NULL <extra_id_5> negative,as,extraction
"I definitely wouldn ' t go back .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> restaurant general,sc,extraction
"Service was quick .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> service general,sc,extraction
even the wine by the glass was good .| category : <extra_id_0>,<extra_id_0> drinks quality,c,extraction
"For me dishes a little oily , but overall dining experience good .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> oily <extra_id_1> dishes ; <extra_id_2> good <extra_id_3> NULL,oa,extraction
"Definately check it out ! ! !| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> check it out <extra_id_1> NULL,oa,extraction
"also it ' s great to have dinner in a very romantic and comfortable place , the service it ' s just perfect . . . they ' re so frendly that we never want to live the place !| aspect : <extra_id_0>",<extra_id_0> place ; <extra_id_1> place ; <extra_id_2> service,a,extraction
Very affordable and excellent ambient !| aspect : <extra_id_0>,<extra_id_0> ambient ; <extra_id_1> NULL,a,extraction
"We started off with a delightful sashimi amuse bouche .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality,sc,extraction
"After really enjoying ourselves at the bar we sat down at a table and had dinner .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> bar <extra_id_1> positive,as,extraction
"Slightly above average wines start at $ 70 + with only one selection listed at $ 30 + .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> above average <extra_id_1> wines ; <extra_id_2> above average <extra_id_3> wines,oa,extraction
"I recommend the jelly fish , drunken chicken and the soupy dumplings , certainly the stir fry blue crab .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> jelly fish <extra_id_1> positive ; <extra_id_2> drunken chicken <extra_id_3> positive ; <extra_id_4> soupy dumplings <extra_id_5> positive ; <extra_id_6> stir fry blue crab <extra_id_7> positive,as,extraction
The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing !| opinion : <extra_id_0>,<extra_id_0> spectacular ; <extra_id_1> amazing,o,extraction
"The bagel was huge .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> bagel <extra_id_1> positive,as,extraction
How do you rate home ?| aspect : <extra_id_0>,<extra_id_0> NULL,a,extraction
"Always busy but fast moving .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> service general,sc,extraction
"You ca n ' t go wrong here .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive,as,extraction
"The wait staff is very freindly , they make it feel like you ' re eating in a freindly little european town .| category : <extra_id_0>",<extra_id_0> service general,c,extraction
This was a repeat visit and we ' ll definitely be back again .| aspect : <extra_id_0>,<extra_id_0> NULL,a,extraction
"I like Cafe Noir dont get me wrong , it is jsut that the people who work there are evil and incompetent ! !| category : <extra_id_0>",<extra_id_0> service general ; <extra_id_1> service general ; <extra_id_2> restaurant general,c,extraction
"service is friendly , and never had a problem walking in and getting a table .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> service <extra_id_1> positive,as,extraction
Great find in the West Village !| aspect : <extra_id_0>,<extra_id_0> NULL,a,extraction
"For the price , you can not eat this well in Manhattan .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> can not eat this well <extra_id_1> NULL,oa,extraction
I love it .| aspect : <extra_id_0>,<extra_id_0> NULL,a,extraction
"The chicken pot pie is exceptional , the cheeseburger huge and delictable , and the service professional wan warm .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> exceptional <extra_id_1> chicken pot pie ; <extra_id_2> huge <extra_id_3> cheeseburger ; <extra_id_4> delictable <extra_id_5> cheeseburger ; <extra_id_6> professional <extra_id_7> service ; <extra_id_8> warm <extra_id_9> service,oa,extraction
"Mermaid Inn is an overall good restaurant with really good seafood .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality ; <extra_id_2> positive <extra_id_3> restaurant general,sc,extraction
"While the ambiance and atmosphere were great , the food and service could have been a lot better .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> great <extra_id_1> ambiance ; <extra_id_2> great <extra_id_3> atmosphere ; <extra_id_4> could have been a lot better <extra_id_5> food ; <extra_id_6> could have been a lot better <extra_id_7> service,oa,extraction
They refuse to seat parties of 3 or more on weekends .| aspect : <extra_id_0>,<extra_id_0> NULL,a,extraction
"While finishing our meals which included a high - end bottle of wine , our son ' s fiance joined us for a glass of wine and dessert .| category : <extra_id_0>",<extra_id_0> drinks quality,c,extraction
"The frizzy retro girl ( with winged / Dame Edna glasses ) will yell at you if you try to order a drink .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> service general,sc,extraction
The Yellowtail was particularly good as well .| opinion : <extra_id_0>,<extra_id_0> good,o,extraction
"Everyone seemed generally happy with their food , except my brother who had the grilled Mahi Mahi , seemingly drenched in Grapfruit Juice !| opinion : <extra_id_0>",<extra_id_0> happy ; <extra_id_1> drenched ; <extra_id_2> drenched,o,extraction
"The service was attentive , yet discreet .| opinion : <extra_id_0>",<extra_id_0> attentive ; <extra_id_1> discreet,o,extraction
"The service was the only thing good about this restaurant .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> good <extra_id_1> service,oa,extraction
"they were dry and disgusting , i did n ' t even finish my first piece .| category : <extra_id_0>",<extra_id_0> food quality ; <extra_id_1> food quality,c,extraction
"Great food , great prices , great service .| category : <extra_id_0>",<extra_id_0> food quality ; <extra_id_1> restaurant prices ; <extra_id_2> service general,c,extraction
"If you are the type of person who likes being scared and entertained , this is a great place to go and eat .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> place <extra_id_1> positive,as,extraction
We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai .| aspect : <extra_id_0>,<extra_id_0> beef and noodle soup dishes,a,extraction
THIS STAFF SHOULD BE FIRED .| opinion : <extra_id_0>,<extra_id_0> FIRED,o,extraction
"This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> correct <extra_id_1> ambience ; <extra_id_2> excellent <extra_id_3> staff,oa,extraction
The omlette for brunch is great . . .| category : <extra_id_0>,<extra_id_0> food quality,c,extraction
The price is reasonable although the service is poor .| opinion : <extra_id_0>,<extra_id_0> reasonable ; <extra_id_1> poor,o,extraction
"The Steak Tartare is a great bet , they fix it for you at the table .| opinion : <extra_id_0>",<extra_id_0> great,o,extraction
"The place is so cool and the service is prompt and curtious .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> service <extra_id_1> positive ; <extra_id_2> service <extra_id_3> positive ; <extra_id_4> place <extra_id_5> positive,as,extraction
"Overall , not worth the money .| aspect : <extra_id_0>",<extra_id_0> NULL,a,extraction
"Try sushimi cucumber roll .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality,sc,extraction
"Yes , the place is classy and beautiful , but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while .| aspect : <extra_id_0>",<extra_id_0> place ; <extra_id_1> place ; <extra_id_2> place,a,extraction
"Will absolutely visit again .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive,as,extraction
"The seafood is amazing , there ' s a good wine list , and the ever - changing menu always offers some great surprises .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality ; <extra_id_2> positive <extra_id_3> drinks style_options ; <extra_id_4> positive <extra_id_5> food style_options ; <extra_id_6> positive <extra_id_7> food style_options,sc,extraction
"Service was just ok , it is not what you ' d expect for $ 500 .| aspect : <extra_id_0>",<extra_id_0> Service ; <extra_id_1> NULL,a,extraction
"The wait here is long for dim sum , but if you do n ' t like sharing tables or if the typical raucous dim sum atmosphere is not your gig , this is a sleek ( for Chinatown ) alternative .| aspect : <extra_id_0>",<extra_id_0> wait ; <extra_id_1> atmosphere ; <extra_id_2> NULL,a,extraction
You must try the shrimp appetizers .| aspect : <extra_id_0>,<extra_id_0> shrimp appetizers,a,extraction
"The bagel was huge .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food style_options,sc,extraction
Dessert is a joke . . . dont bother| category : <extra_id_0>,<extra_id_0> food quality,c,extraction
"I have been going there since it opened and I ca n ' t get enough .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
I got hair in my food 2 times of then !| category : <extra_id_0>,<extra_id_0> food quality,c,extraction
the waitstaffs are nice though .| opinion : <extra_id_0>,<extra_id_0> nice,o,extraction
"They smell like they stuff them with old canned vegetables like the spinach mushroom calzone .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> old canned vegetables <extra_id_1> NULL,oa,extraction
"Saul is the best restaurant on Smith Street and in Brooklyn .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
It ' s a nice place to relax and have conversation .| aspect : <extra_id_0>,<extra_id_0> place,a,extraction
The fish was not fresh and the rice tasted old and stale .| aspect : <extra_id_0>,<extra_id_0> fish ; <extra_id_1> rice ; <extra_id_2> rice,a,extraction
The place ' s decor and hidden bathrooms made for a good laugh .| aspect : <extra_id_0>,<extra_id_0> decor ; <extra_id_1> hidden bathrooms,a,extraction
"also it ' s great to have dinner in a very romantic and comfortable place , the service it ' s just perfect . . . they ' re so frendly that we never want to live the place !| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> ambience general ; <extra_id_2> positive <extra_id_3> ambience general ; <extra_id_4> positive <extra_id_5> service general,sc,extraction
"Yakitori ( bbq meats ) is tasty too .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> tasty <extra_id_1> Yakitori ( bbq meats ),oa,extraction
The entree was also very good .| category : <extra_id_0>,<extra_id_0> food quality,c,extraction
LOVE the atmosphere - felt like I was in Paris .| aspect : <extra_id_0>,<extra_id_0> atmosphere,a,extraction
Not enough wines by the glass either .| opinion : <extra_id_0>,<extra_id_0> Not enough,o,extraction
"We were worried we would have trouble getting in , but somehow managed to have a short wait .| opinion : <extra_id_0>",<extra_id_0> short,o,extraction
The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great .| aspect : <extra_id_0>,<extra_id_0> lobster sandwich ; <extra_id_1> spaghetti with Scallops and Shrimp,a,extraction
"The wait staff is pleasant , fun , and for the most part gorgeous ( in the wonderful aesthetic beautification way , not in that she ' s - way - cuter - than - me - that - b @ # $ * way ) .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> service general ; <extra_id_2> positive <extra_id_3> service general ; <extra_id_4> positive <extra_id_5> service general,sc,extraction
"But the best pork souvlaki I ever had is the main thing .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality,sc,extraction
Keep up the good work guys !| opinion : <extra_id_0>,<extra_id_0> good,o,extraction
"For the price , you can not eat this well in Manhattan .| aspect : <extra_id_0>",<extra_id_0> NULL,a,extraction
The characters really make for an enjoyable experience .| category : <extra_id_0>,<extra_id_0> ambience general,c,extraction
"if you ' re daring , try the balsamic vinegar over icecream , it ' s wonderful !| opinion : <extra_id_0>",<extra_id_0> try ; <extra_id_1> wonderful,o,extraction
"Go there once and oh yes . . . you will go back . . . you will . . .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
They should have called it mascarpone with chocolate chips - good but a far cry from what the name implies .| opinion : <extra_id_0>,<extra_id_0> a far cry,o,extraction
I take all my NYC guests to VT ' s .| aspect : <extra_id_0>,<extra_id_0> VT ' s,a,extraction
"Every time I have a special occasion with my boyfriend I have a hard time going anywhere else .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive,as,extraction
This is the perfect date spot for Williamsburg couples .| category : <extra_id_0>,<extra_id_0> restaurant miscellaneous,c,extraction
