input,output,se_order,paradigm
"Rude service , medicore food . . . there are tons of restaurants in NY . . . stay away from this one| opinion : <extra_id_0>",<extra_id_0> Rude ; <extra_id_1> medicore ; <extra_id_2> stay away,o,extraction
"Finally a reliable Chinese restaurant !| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> reliable <extra_id_1> Chinese restaurant <extra_id_2> positive <extra_id_3> restaurant general,oasc,extraction
Thank you everyone at Water ' s Edge .| category : <extra_id_0>,<extra_id_0> restaurant general,c,extraction
"We thought the dessert would be better , Wrong !| opinion : <extra_id_0>",<extra_id_0> Wrong,o,extraction
Hands down the best pizza on the planet .| opinion : <extra_id_0>,<extra_id_0> best,o,extraction
"An unpretentious spot in Park Slope , the sushi is consistently good , the service is pleasant , effective and unassuming .| category : <extra_id_0>",<extra_id_0> ambience general ; <extra_id_1> food quality ; <extra_id_2> service general ; <extra_id_3> service general ; <extra_id_4> service general,c,extraction
I had fish and my husband had the filet - both of which exceeded our expectations .| category : <extra_id_0>,<extra_id_0> food quality ; <extra_id_1> food quality,c,extraction
"The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> fast <extra_id_1> service <extra_id_2> positive <extra_id_3> service general ; <extra_id_4> friendly <extra_id_5> service <extra_id_6> positive <extra_id_7> service general ; <extra_id_8> tasty <extra_id_9> food <extra_id_10> positive <extra_id_11> food quality ; <extra_id_12> best <extra_id_13> hot sauce <extra_id_14> positive <extra_id_15> food quality,oasc,extraction
the all - u - can - eat sushi is definitely in very poor quality .| category : <extra_id_0>,<extra_id_0> food quality,c,extraction
Great sushi experience .| aspect : <extra_id_0>,<extra_id_0> sushi,a,extraction
"The service is ok , some of the people did n ' t get what they asked for .| opinion : <extra_id_0>",<extra_id_0> ok,o,extraction
This place is the most Japanese it can ever get .| opinion : <extra_id_0>,<extra_id_0> Japanese,o,extraction
I would highly recommend it .| opinion : <extra_id_0>,<extra_id_0> highly recommend,o,extraction
I come here enjoy very much with husband .| aspect : <extra_id_0>,<extra_id_0> NULL,a,extraction
"However , go for the ambience , and consider the food just a companion for a trip across the world !| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> a companion for a trip across the world <extra_id_1> food <extra_id_2> neutral <extra_id_3> food quality,oasc,extraction
not sure why this restaurant would be rated that highly .| aspect : <extra_id_0>,<extra_id_0> restaurant,a,extraction
"Do not get the Go Go Hamburgers , no matter what the reviews say .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> Do not get <extra_id_1> Go Go Hamburgers <extra_id_2> negative <extra_id_3> food quality,oasc,extraction
"Overall , decent food at a good price , with friendly people .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> decent <extra_id_1> food <extra_id_2> positive <extra_id_3> food quality ; <extra_id_4> good <extra_id_5> food <extra_id_6> positive <extra_id_7> food prices ; <extra_id_8> friendly <extra_id_9> people <extra_id_10> positive <extra_id_11> service general,oasc,extraction
"While their kitchen food is delicious , their Sushi is out of this world .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> delicious <extra_id_1> kitchen food <extra_id_2> positive <extra_id_3> food quality ; <extra_id_4> out of this world <extra_id_5> Sushi <extra_id_6> positive <extra_id_7> food quality,oasc,extraction
"We thought the dessert would be better , Wrong !| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> Wrong <extra_id_1> dessert <extra_id_2> negative <extra_id_3> food quality,oasc,extraction
The reason there are 4 different results on citysearch for the same place is because they keep trying to start a new thread so they can stock it with positive reviews .| opinion : <extra_id_0>,<extra_id_0> start a new thread so they can stock it with positive reviews,o,extraction
I am actually offended to have spent so much money on such a bad experience .| opinion : <extra_id_0>,<extra_id_0> bad ; <extra_id_1> so much money,o,extraction
There are no negatives to speak of .| category : <extra_id_0>,<extra_id_0> restaurant general,c,extraction
"I highly recommend Cafe St . Bart ' s for their food , the ambience and wonderful service .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> recommend <extra_id_1> food <extra_id_2> positive <extra_id_3> food quality ; <extra_id_4> recommend <extra_id_5> ambience <extra_id_6> positive <extra_id_7> ambience general ; <extra_id_8> recommend <extra_id_9> service <extra_id_10> positive <extra_id_11> service general ; <extra_id_12> wonderful <extra_id_13> service <extra_id_14> positive <extra_id_15> service general,oasc,extraction
"The Four Seasons has history and it is a sort of landmark of New York City restaurants , but trust me , they will charge you through the nose just so that you can say `` I ' ve been to the four seasons restaurant `` .| aspect : <extra_id_0>",<extra_id_0> The Four Seasons ; <extra_id_1> The Four Seasons,a,extraction
Mizu is home to creative and unique rolls not to found anywhere else .| aspect : <extra_id_0>,<extra_id_0> rolls,a,extraction
"Do n ' t dine at Tamarind for the vegetarian dishes , they are simply not up to par with the non - veg selections .| category : <extra_id_0>",<extra_id_0> food quality,c,extraction
"The food here is rather good , but only if you like to wait for it .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> good <extra_id_1> food <extra_id_2> positive <extra_id_3> food quality ; <extra_id_4> wait for it <extra_id_5> NULL <extra_id_6> negative <extra_id_7> service general,oasc,extraction
"An unpretentious spot in Park Slope , the sushi is consistently good , the service is pleasant , effective and unassuming .| opinion : <extra_id_0>",<extra_id_0> unpretentious ; <extra_id_1> good ; <extra_id_2> pleasant ; <extra_id_3> effective ; <extra_id_4> unassuming,o,extraction
I went there for lunch and it was not as good as I expected from the reviews I read .| category : <extra_id_0>,<extra_id_0> food quality,c,extraction
Went here on sat 1 / 26 and was disappointed .| aspect : <extra_id_0>,<extra_id_0> NULL,a,extraction
"On the way out , we heard of other guests complaining about similar issues .| category : <extra_id_0>",<extra_id_0> service general,c,extraction
Go here for a romantic dinner but not for an all out wow dining experience .| opinion : <extra_id_0>,<extra_id_0> romantic,o,extraction
"Mistakes happen , but they are usually accompanied by an apology , perhaps even a glass of wine . . . but not the grunt that we received from the Al Di La staff .| category : <extra_id_0>",<extra_id_0> service general,c,extraction
I ' ve enjoyed 99 % of the dishes we ' ve ordered with the only exceptions being the occasional too - authentic - for - me dish ( I ' m a daring eater but not THAT daring ) .| aspect : <extra_id_0>,<extra_id_0> dishes ; <extra_id_1> dish,a,extraction
"A classic !| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> classic <extra_id_1> NULL <extra_id_2> positive <extra_id_3> food quality,oasc,extraction
A little crowded but they move that line really fast !| aspect : <extra_id_0>,<extra_id_0> NULL ; <extra_id_1> NULL,a,extraction
"Fabulous decor - makes you feel like you ' re in a trendy Manhattan restaurant , very very good food , cheaply - priced , generally friendly staff , and if you ' re a Manhattanite , or spend most of your time in Manhattan , Rice Avenue will make you feel at home . . . . . very Soho / Village / Upper West Side minus the expensive prices and pretentious clientele . . . . . all on Roosevelt Avenue !| category : <extra_id_0>",<extra_id_0> ambience general ; <extra_id_1> food quality ; <extra_id_2> food prices ; <extra_id_3> service general ; <extra_id_4> ambience general ; <extra_id_5> location general ; <extra_id_6> restaurant prices,c,extraction
"Service here was great , food was fantastic .| aspect : <extra_id_0>",<extra_id_0> Service ; <extra_id_1> food,a,extraction
"Service is fast and friendly .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> fast <extra_id_1> Service <extra_id_2> positive <extra_id_3> service general ; <extra_id_4> friendly <extra_id_5> Service <extra_id_6> positive <extra_id_7> service general,oasc,extraction
"The manager came to the table and said we can do what we want , so we paid for what we did enjoy , the drinks and appetizers , and walked out .| opinion : <extra_id_0>",<extra_id_0> enjoy ; <extra_id_1> enjoy,o,extraction
Not because you are `` The Four Seasons `` . . . – you are allowed to charge an arm and a leg for a romatic dinner .| aspect : <extra_id_0>,<extra_id_0> The Four Seasons,a,extraction
And even with it ' s Pub atmosphere they were great to my kids too !| category : <extra_id_0>,<extra_id_0> service general,c,extraction
"Best drumsticks over rice and sour spicy soup in town !| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> Best <extra_id_1> drumsticks over rice <extra_id_2> positive <extra_id_3> food quality ; <extra_id_4> Best <extra_id_5> sour spicy soup <extra_id_6> positive <extra_id_7> food quality,oasc,extraction
Would NEVER go back| opinion : <extra_id_0>,<extra_id_0> NEVER go back,o,extraction
"We were worried we would have trouble getting in , but somehow managed to have a short wait .| opinion : <extra_id_0>",<extra_id_0> short,o,extraction
"We paid and left because we didn ' t feel like arguing any more .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> arguing <extra_id_1> NULL <extra_id_2> negative <extra_id_3> service general,oasc,extraction
I would definitely recommend SEA if you like thai cuisine !| category : <extra_id_0>,<extra_id_0> food quality,c,extraction
"The pizza was delivered cold and the cheese was n ' t even fully melted !| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> cold <extra_id_1> pizza <extra_id_2> negative <extra_id_3> food quality ; <extra_id_4> was n ' t even fully melted <extra_id_5> cheese <extra_id_6> negative <extra_id_7> food quality,oasc,extraction
"The food arrived 20 minutes after I called , cold and soggy .| aspect : <extra_id_0>",<extra_id_0> food ; <extra_id_1> food ; <extra_id_2> NULL,a,extraction
Avoid this place !| category : <extra_id_0>,<extra_id_0> restaurant general,c,extraction
Not impressed with the food .| category : <extra_id_0>,<extra_id_0> food quality,c,extraction
It ' s somewhere you can eat and be happy .| category : <extra_id_0>,<extra_id_0> restaurant general,c,extraction
Which of course is not real Kobe but Wagyu beef .| aspect : <extra_id_0>,<extra_id_0> NULL,a,extraction
Service not the friendliest to our `` large party `` !| category : <extra_id_0>,<extra_id_0> service general,c,extraction
Appetizers took nearly an hour .| category : <extra_id_0>,<extra_id_0> service general,c,extraction
Open late ( well as late as I ever got there and I ' m a night person )| aspect : <extra_id_0>,<extra_id_0> NULL,a,extraction
The service is good and the resturant is clean .| category : <extra_id_0>,<extra_id_0> service general ; <extra_id_1> ambience general,c,extraction
"It doesn ' t look appetizing as it ' s covered in squid ink and it turns your lips and teeth black , but the taste was phenomenal .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> doesn ' t look appetizing <extra_id_1> NULL <extra_id_2> negative <extra_id_3> food style_options ; <extra_id_4> phenomenal <extra_id_5> NULL <extra_id_6> positive <extra_id_7> food quality,oasc,extraction
Make sure you have the Spicy Scallop roll . . .| category : <extra_id_0>,<extra_id_0> food quality,c,extraction
"Service not the friendliest to our `` large party `` !| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> not the friendliest <extra_id_1> Service <extra_id_2> negative <extra_id_3> service general,oasc,extraction
It hits the spot every time| category : <extra_id_0>,<extra_id_0> restaurant general,c,extraction
"To sum it up : Service varies from good to mediorce , depending on which waiter you get ; generally it is just average Ok .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> varies <extra_id_1> Service <extra_id_2> neutral <extra_id_3> service general,oasc,extraction
Mermaid Inn is an overall good restaurant with really good seafood .| category : <extra_id_0>,<extra_id_0> food quality ; <extra_id_1> restaurant general,c,extraction
"Also , the sandwiches ( nearing $ 7 ) did n ' t come with anything like chips or a side .| opinion : <extra_id_0>",<extra_id_0> did n ' t come with ; <extra_id_1> nearing $ 7,o,extraction
Right off the L in Brooklyn this is a nice cozy place with good pizza .| category : <extra_id_0>,<extra_id_0> food quality ; <extra_id_1> ambience general,c,extraction
Everything we had was good or ok . . . but definitely nothing great .| category : <extra_id_0>,<extra_id_0> food quality,c,extraction
Spreads and toppings are great - though a bit pricey .| aspect : <extra_id_0>,<extra_id_0> Spreads ; <extra_id_1> toppings ; <extra_id_2> Spreads ; <extra_id_3> toppings,a,extraction
"Excellent dumplings served amid clean , chic decor .| aspect : <extra_id_0>",<extra_id_0> dumplings ; <extra_id_1> decor ; <extra_id_2> decor,a,extraction
Truly the mark of an attentive waiter .| opinion : <extra_id_0>,<extra_id_0> attentive,o,extraction
Big thumbs up !| aspect : <extra_id_0>,<extra_id_0> NULL,a,extraction
I recently went to this restaurant with some co - workers for lunch and had an amazing time .| opinion : <extra_id_0>,<extra_id_0> amazing time,o,extraction
"But that was n ' t the icing on the cake : a tiramisu that resembled nothing I have ever had .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> nothing <extra_id_1> tiramisu <extra_id_2> negative <extra_id_3> food quality,oasc,extraction
"Guess what , I waited for TWENTY minutes before she came over and when she finally did , she says , `` oh well , I wish you would have said something earlier `` No apology , nothing .| category : <extra_id_0>",<extra_id_0> service general,c,extraction
"We concluded with tiramisu chocolate cake , both were delicious .| opinion : <extra_id_0>",<extra_id_0> delicious,o,extraction
"The entree was bland and small , dessert was not inspired .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> bland <extra_id_1> entree <extra_id_2> negative <extra_id_3> food quality ; <extra_id_4> small <extra_id_5> entree <extra_id_6> negative <extra_id_7> food style_options ; <extra_id_8> not inspired <extra_id_9> dessert <extra_id_10> negative <extra_id_11> food quality,oasc,extraction
I noticed alot of indian people eatting there which is a great sign for an indian place !| aspect : <extra_id_0>,<extra_id_0> indian place,a,extraction
"The waiter was attentive , the food was delicious and the views of the city were great .| category : <extra_id_0>",<extra_id_0> service general ; <extra_id_1> food quality ; <extra_id_2> location general,c,extraction
"While their kitchen food is delicious , their Sushi is out of this world .| aspect : <extra_id_0>",<extra_id_0> kitchen food ; <extra_id_1> Sushi,a,extraction
"Everything is always cooked to perfection , the service is excellent , the decor cool and understated .| aspect : <extra_id_0>",<extra_id_0> NULL ; <extra_id_1> service ; <extra_id_2> decor ; <extra_id_3> decor,a,extraction
The workers there also absolutely load the bagel with cream cheese ( gets a little messy ) .| opinion : <extra_id_0>,<extra_id_0> messy,o,extraction
The staff is no nonsense .| category : <extra_id_0>,<extra_id_0> service general,c,extraction
"Nice atmosphere , the service was very pleasant and the desert was good .| aspect : <extra_id_0>",<extra_id_0> atmosphere ; <extra_id_1> service ; <extra_id_2> desert,a,extraction
"We are very particular about sushi and were both please with every choice which included : ceviche mix ( special ) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .| category : <extra_id_0>",<extra_id_0> food quality ; <extra_id_1> food quality ; <extra_id_2> food quality ; <extra_id_3> food quality ; <extra_id_4> food quality ; <extra_id_5> food quality ; <extra_id_6> drinks quality ; <extra_id_7> food quality,c,extraction
Watch the talented belly dancers as you enjoy delicious baba ganoush that ' s more lemony than smoky .| category : <extra_id_0>,<extra_id_0> food quality ; <extra_id_1> ambience general,c,extraction
"You ca n ' t go wrong with this place .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> ca n ' t go wrong <extra_id_1> place <extra_id_2> positive <extra_id_3> restaurant general,oasc,extraction
My daughter ' s wedding reception at Water ' s Edge received the highest compliments from our guests .| opinion : <extra_id_0>,<extra_id_0> highest compliments,o,extraction
The mussels were fantastic and so was the dessert . . . definitely going to be back very soon .| opinion : <extra_id_0>,<extra_id_0> fantastic ; <extra_id_1> fantastic ; <extra_id_2> going to be back,o,extraction
"As many other reviewers noticed , your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> slow <extra_id_1> NULL <extra_id_2> neutral <extra_id_3> service general,oasc,extraction
I pray it stays open forever .| aspect : <extra_id_0>,<extra_id_0> NULL,a,extraction
"stick with the chicken , beef , and lamb dishes .| opinion : <extra_id_0>",<extra_id_0> stick ; <extra_id_1> stick ; <extra_id_2> stick,o,extraction
Impressed . . .| aspect : <extra_id_0>,<extra_id_0> NULL,a,extraction
"At this point , the waitress comes over and asks us if everything was okay , I was literally so shocked that I was speechless and didn ' t say anything , and guess what , the waitress WALKED away .| category : <extra_id_0>",<extra_id_0> service general,c,extraction
"The pasta was well cooked , did n ' t have enough sauce though or flavor .| aspect : <extra_id_0>",<extra_id_0> pasta ; <extra_id_1> pasta,a,extraction
I would never recommend this place to anybody even for a casual dinner .| opinion : <extra_id_0>,<extra_id_0> never recommend ; <extra_id_1> never recommend,o,extraction
"We wo n ' t go to this place again for a good meal .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> good <extra_id_1> meal <extra_id_2> negative <extra_id_3> food quality,oasc,extraction
IT WAS HORRIBLE .| category : <extra_id_0>,<extra_id_0> restaurant general,c,extraction
not sure why this restaurant would be rated that highly .| opinion : <extra_id_0>,<extra_id_0> highly,o,extraction
"We ordered the chicken casserole , but what we got were a few small pieces of chicken , all dark meat and on the bone .| opinion : <extra_id_0>",<extra_id_0> all dark meat and on the bone ; <extra_id_1> small,o,extraction
When I got there the place was packed but they made sure to seat me quickly .| category : <extra_id_0>,<extra_id_0> service general,c,extraction
"THE SERVICE IS AMAZING , i ' ve had different waiters and they were all nice , which is a rare thing in NYC .| aspect : <extra_id_0>",<extra_id_0> SERVICE ; <extra_id_1> waiters,a,extraction
"Anybody who likes this place must be from a different planet , where greasy , dry and tasteless are complimentary .| aspect : <extra_id_0>",<extra_id_0> NULL ; <extra_id_1> NULL ; <extra_id_2> NULL,a,extraction
Our food was great too !| category : <extra_id_0>,<extra_id_0> food quality,c,extraction
The service was the only thing good about this restaurant .| opinion : <extra_id_0>,<extra_id_0> good,o,extraction
Would NEVER go back| aspect : <extra_id_0>,<extra_id_0> NULL,a,extraction
"It melted in my little mouth and the perfect consistency - not too fishy , creamy , and slightly buttery .| opinion : <extra_id_0>",<extra_id_0> perfect consistency ; <extra_id_1> not too fishy ; <extra_id_2> creamy ; <extra_id_3> buttery,o,extraction
"I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere !| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> take my business elsewhere <extra_id_1> manager <extra_id_2> negative <extra_id_3> service general,oasc,extraction
Definitely a great spot for a nice occasion or date .| aspect : <extra_id_0>,<extra_id_0> spot,a,extraction
I would highly recommend .| category : <extra_id_0>,<extra_id_0> restaurant general,c,extraction
"I ordered the vitello alla marsala and I was pretty impressed .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> impressed <extra_id_1> vitello alla marsala <extra_id_2> positive <extra_id_3> food quality,oasc,extraction
"The food was mediocre at best but it was the horrible service that made me vow never to go back .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> mediocre <extra_id_1> food <extra_id_2> negative <extra_id_3> food quality ; <extra_id_4> horrible <extra_id_5> service <extra_id_6> negative <extra_id_7> service general,oasc,extraction
"The food was delicious ( I had a halibut special , my husband had steak ) , and the service was top - notch .| opinion : <extra_id_0>",<extra_id_0> delicious ; <extra_id_1> delicious ; <extra_id_2> delicious ; <extra_id_3> top - notch,o,extraction
"My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary , and to our surprise it was fantastic .| opinion : <extra_id_0>",<extra_id_0> great ; <extra_id_1> fantastic,o,extraction
Had no flavor and the staff is rude and not attentive .| category : <extra_id_0>,<extra_id_0> service general ; <extra_id_1> service general ; <extra_id_2> food quality,c,extraction
"Not sure where the previous reviewer , lonk , dined , but Saul is in a great neighborhood and has great food !| category : <extra_id_0>",<extra_id_0> location general ; <extra_id_1> food quality,c,extraction
"Volare virgins or weekly regulars , everyone gets treated the same and you ca n ' t ask for more than that when the service is this friendly .| opinion : <extra_id_0>",<extra_id_0> friendly,o,extraction
"This is a great place to take out - of - towners , and perfect for watching the sunset .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> great <extra_id_1> place <extra_id_2> positive <extra_id_3> location general,oasc,extraction
"never swaying , never a bad meal , never bad service . . .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> never swaying <extra_id_1> NULL <extra_id_2> positive <extra_id_3> restaurant general ; <extra_id_4> never a bad <extra_id_5> meal <extra_id_6> positive <extra_id_7> food quality ; <extra_id_8> never bad <extra_id_9> service <extra_id_10> positive <extra_id_11> service general,oasc,extraction
Single Worst Restaurant in Manhattan| category : <extra_id_0>,<extra_id_0> restaurant general,c,extraction
"The wine list is also really nice .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> nice <extra_id_1> wine list <extra_id_2> positive <extra_id_3> drinks style_options,oasc,extraction
A great choice at any cost and a great deal .| aspect : <extra_id_0>,<extra_id_0> NULL ; <extra_id_1> NULL,a,extraction
The food was authentic .| opinion : <extra_id_0>,<extra_id_0> authentic,o,extraction
The veal and the mushrooms were cooked perfectly .| category : <extra_id_0>,<extra_id_0> food quality ; <extra_id_1> food quality,c,extraction
"It is set far from the small street it ' s on , and there is no traffic noise .| aspect : <extra_id_0>",<extra_id_0> NULL,a,extraction
Helpful service and average price per dish $ 10 .| category : <extra_id_0>,<extra_id_0> service general ; <extra_id_1> food prices,c,extraction
"This quaint and romantic trattoria is at the top of my Manhattan restaurant list .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> quaint <extra_id_1> trattoria <extra_id_2> positive <extra_id_3> ambience general ; <extra_id_4> romantic <extra_id_5> trattoria <extra_id_6> positive <extra_id_7> restaurant general,oasc,extraction
"Have recommended the place to friends , always gets good response .| opinion : <extra_id_0>",<extra_id_0> recommended,o,extraction
"All the various Greek and Cypriot dishes are excellent , but the gyro is the reason to come - - if you do n ' t eat one your trip was wasted .| aspect : <extra_id_0>",<extra_id_0> Greek and Cypriot dishes ; <extra_id_1> gyro,a,extraction
I recommend it !| category : <extra_id_0>,<extra_id_0> restaurant general,c,extraction
"Excellent food , although the interior could use some help .| aspect : <extra_id_0>",<extra_id_0> food ; <extra_id_1> interior,a,extraction
Service is average .| aspect : <extra_id_0>,<extra_id_0> Service,a,extraction
"Ask for Usha , the nicest bartender in manhattan .| category : <extra_id_0>",<extra_id_0> service general,c,extraction
I highly recommend this beautiful place .| opinion : <extra_id_0>,<extra_id_0> recommend ; <extra_id_1> beautiful,o,extraction
Pizza here is consistently good .| category : <extra_id_0>,<extra_id_0> food quality,c,extraction
The lobster sandwich is $ 24 and although it was good it was not nearly enough to warrant that price .| category : <extra_id_0>,<extra_id_0> food quality ; <extra_id_1> food prices,c,extraction
Dessert is a joke . . . dont bother| category : <extra_id_0>,<extra_id_0> food quality,c,extraction
"Way below average| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> below average <extra_id_1> NULL <extra_id_2> negative <extra_id_3> restaurant general,oasc,extraction
The service was the only thing good about this restaurant .| category : <extra_id_0>,<extra_id_0> service general,c,extraction
I was very disappointed with this restaurant .| category : <extra_id_0>,<extra_id_0> restaurant general,c,extraction
"great food , great wine list , great service in a great neighborhood . . .| category : <extra_id_0>",<extra_id_0> food quality ; <extra_id_1> drinks style_options ; <extra_id_2> service general ; <extra_id_3> location general,c,extraction
The price is reasonable although the service is poor .| aspect : <extra_id_0>,<extra_id_0> NULL ; <extra_id_1> service,a,extraction
An excellent service| opinion : <extra_id_0>,<extra_id_0> excellent,o,extraction
"Who has room for Cheesesticks with the best pizza in NYC !| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> best <extra_id_1> pizza <extra_id_2> positive <extra_id_3> food quality,oasc,extraction
The place was quiet and delightful .| aspect : <extra_id_0>,<extra_id_0> place ; <extra_id_1> place,a,extraction
"Food is excellent .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> excellent <extra_id_1> Food <extra_id_2> positive <extra_id_3> food quality,oasc,extraction
Do n ' t miss Bloom ' s on your next trip to Manhatten .| aspect : <extra_id_0>,<extra_id_0> Bloom ' s,a,extraction
Worth visiting the 1st Ave spot because it is the original store .| opinion : <extra_id_0>,<extra_id_0> Worth visiting,o,extraction
Personal pans are the perfect size for those hungry nights .| category : <extra_id_0>,<extra_id_0> food style_options,c,extraction
The location and ambience is Ok but the food is what makes up for it .| aspect : <extra_id_0>,<extra_id_0> location ; <extra_id_1> ambience ; <extra_id_2> food,a,extraction
"lobster was good , nothing spectacular .| aspect : <extra_id_0>",<extra_id_0> lobster,a,extraction
"Food was good not great not worth the wait or another visit| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> good not great not worth the wait or another visit <extra_id_1> Food <extra_id_2> neutral <extra_id_3> food quality,oasc,extraction
I ' ve lived in NY for 5 years and this place has it all .| category : <extra_id_0>,<extra_id_0> restaurant general,c,extraction
"The first time the sushi was outstanding , the second time it was a little bland .| opinion : <extra_id_0>",<extra_id_0> outstanding ; <extra_id_1> bland,o,extraction
The sake menu should not be overlooked !| aspect : <extra_id_0>,<extra_id_0> sake menu,a,extraction
"The wait staff is pleasant , fun , and for the most part gorgeous ( in the wonderful aesthetic beautification way , not in that she ' s - way - cuter - than - me - that - b @ # $ * way ) .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> pleasant <extra_id_1> wait staff <extra_id_2> positive <extra_id_3> service general ; <extra_id_4> fun <extra_id_5> wait staff <extra_id_6> positive <extra_id_7> service general ; <extra_id_8> gorgeous <extra_id_9> wait staff <extra_id_10> positive <extra_id_11> service general,oasc,extraction
"Great food , great decor , great service .| category : <extra_id_0>",<extra_id_0> food quality ; <extra_id_1> ambience general ; <extra_id_2> service general,c,extraction
"The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> cute <extra_id_1> brioche and lollies <extra_id_2> positive <extra_id_3> food quality ; <extra_id_4> sweet <extra_id_5> brioche and lollies <extra_id_6> positive <extra_id_7> food quality,oasc,extraction
"Go to Volare for 1st class service and terrific food .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> 1st class <extra_id_1> service <extra_id_2> positive <extra_id_3> service general ; <extra_id_4> terrific <extra_id_5> food <extra_id_6> positive <extra_id_7> food quality,oasc,extraction
We waited at the bar and had martinis that were just right .| opinion : <extra_id_0>,<extra_id_0> right,o,extraction
