text_a,text_b,label
"parkiran sempit , wifi lambat , jaringan tidak sinyal , breakfast cuma 2 opsi mie goreng dan nasi goreng itupun sudah dibungkus pakai wadah kecil , dingin dan anyep rasanya = ( .",breakfast-tidak sinyal,0
"parkiran sempit , wifi lambat , jaringan tidak sinyal , breakfast cuma 2 opsi mie goreng dan nasi goreng itupun sudah dibungkus pakai wadah kecil , dingin dan anyep rasanya = ( .",breakfast-cuma 2 opsi,1
"parkiran sempit , wifi lambat , jaringan tidak sinyal , breakfast cuma 2 opsi mie goreng dan nasi goreng itupun sudah dibungkus pakai wadah kecil , dingin dan anyep rasanya = ( .",breakfast-dingin,0
"parkiran sempit , wifi lambat , jaringan tidak sinyal , breakfast cuma 2 opsi mie goreng dan nasi goreng itupun sudah dibungkus pakai wadah kecil , dingin dan anyep rasanya = ( .",breakfast-anyep,0
"parkiran sempit , wifi lambat , jaringan tidak sinyal , breakfast cuma 2 opsi mie goreng dan nasi goreng itupun sudah dibungkus pakai wadah kecil , dingin dan anyep rasanya = ( .",rasanya-sempit,0
"parkiran sempit , wifi lambat , jaringan tidak sinyal , breakfast cuma 2 opsi mie goreng dan nasi goreng itupun sudah dibungkus pakai wadah kecil , dingin dan anyep rasanya = ( .",rasanya-lambat,0
"parkiran sempit , wifi lambat , jaringan tidak sinyal , breakfast cuma 2 opsi mie goreng dan nasi goreng itupun sudah dibungkus pakai wadah kecil , dingin dan anyep rasanya = ( .",rasanya-tidak sinyal,0
"parkiran sempit , wifi lambat , jaringan tidak sinyal , breakfast cuma 2 opsi mie goreng dan nasi goreng itupun sudah dibungkus pakai wadah kecil , dingin dan anyep rasanya = ( .",rasanya-cuma 2 opsi,0
"parkiran sempit , wifi lambat , jaringan tidak sinyal , breakfast cuma 2 opsi mie goreng dan nasi goreng itupun sudah dibungkus pakai wadah kecil , dingin dan anyep rasanya = ( .",rasanya-dingin,1
"parkiran sempit , wifi lambat , jaringan tidak sinyal , breakfast cuma 2 opsi mie goreng dan nasi goreng itupun sudah dibungkus pakai wadah kecil , dingin dan anyep rasanya = ( .",rasanya-anyep,1
"kamar kecil , kotor , ac rusak , seprai tidak diganti .",kamar-kecil,1
"kamar kecil , kotor , ac rusak , seprai tidak diganti .",kamar-kotor,1
"kamar kecil , kotor , ac rusak , seprai tidak diganti .",kamar-rusak,0
"kamar kecil , kotor , ac rusak , seprai tidak diganti .",kamar-tidak diganti,0
"kamar kecil , kotor , ac rusak , seprai tidak diganti .",ac-kecil,0
"kamar kecil , kotor , ac rusak , seprai tidak diganti .",ac-kotor,0
"kamar kecil , kotor , ac rusak , seprai tidak diganti .",ac-rusak,1
"kamar kecil , kotor , ac rusak , seprai tidak diganti .",ac-tidak diganti,0
"kamar kecil , kotor , ac rusak , seprai tidak diganti .",seprai-kecil,0
"kamar kecil , kotor , ac rusak , seprai tidak diganti .",seprai-kotor,0
"kamar kecil , kotor , ac rusak , seprai tidak diganti .",seprai-rusak,0
"kamar kecil , kotor , ac rusak , seprai tidak diganti .",seprai-tidak diganti,1
"kamarnya bersih , kamar mandi juga bersih , fasilitas sangat baik .",kamarnya-bersih,1
"kamarnya bersih , kamar mandi juga bersih , fasilitas sangat baik .",kamarnya-sangat baik,0
"kamarnya bersih , kamar mandi juga bersih , fasilitas sangat baik .",kamar mandi-bersih,1
"kamarnya bersih , kamar mandi juga bersih , fasilitas sangat baik .",kamar mandi-sangat baik,0
"kamarnya bersih , kamar mandi juga bersih , fasilitas sangat baik .",fasilitas-bersih,0
"kamarnya bersih , kamar mandi juga bersih , fasilitas sangat baik .",fasilitas-sangat baik,1
"selimut dan bantal bau seperti belum dicuci , masih ada rambut bertebaran di bantal .",selimut-bau,1
"selimut dan bantal bau seperti belum dicuci , masih ada rambut bertebaran di bantal .",bantal-bau,1
"kamar nyaman , yang paling penting dekat dengan ugm .",kamar-nyaman,1
foto kamar yang ditampilkan tidak sesuai dengan yang diberikan . kamar di foto yang ditampilkan tampa .,kamar-tidak sesuai,1
"murah , bersih , dan cukup nyaman . tetapi toiletnya masih harus diperbaiki .",toiletnya-harus diperbaiki,1
sahur lupa diantar ke kamar padahal sudah pesan . hotelnya suram tetapi kamar oke .,hotelnya-suram,1
sahur lupa diantar ke kamar padahal sudah pesan . hotelnya suram tetapi kamar oke .,hotelnya-oke,0
sahur lupa diantar ke kamar padahal sudah pesan . hotelnya suram tetapi kamar oke .,kamar-suram,0
sahur lupa diantar ke kamar padahal sudah pesan . hotelnya suram tetapi kamar oke .,kamar-oke,1
"nyaman , bersih , wifi ngebutt .",wifi-ngebutt,1
"cari di google map tidak ada . ternyata namanya sakura hotel kamar bersih , air lancar , ac dingin . tetapi kamar tidak sesuai dengan yang saya pesan .",kamar-bersih,1
"cari di google map tidak ada . ternyata namanya sakura hotel kamar bersih , air lancar , ac dingin . tetapi kamar tidak sesuai dengan yang saya pesan .",kamar-lancar,0
"cari di google map tidak ada . ternyata namanya sakura hotel kamar bersih , air lancar , ac dingin . tetapi kamar tidak sesuai dengan yang saya pesan .",kamar-dingin,0
"cari di google map tidak ada . ternyata namanya sakura hotel kamar bersih , air lancar , ac dingin . tetapi kamar tidak sesuai dengan yang saya pesan .",air-bersih,0
"cari di google map tidak ada . ternyata namanya sakura hotel kamar bersih , air lancar , ac dingin . tetapi kamar tidak sesuai dengan yang saya pesan .",air-lancar,1
"cari di google map tidak ada . ternyata namanya sakura hotel kamar bersih , air lancar , ac dingin . tetapi kamar tidak sesuai dengan yang saya pesan .",air-dingin,0
"cari di google map tidak ada . ternyata namanya sakura hotel kamar bersih , air lancar , ac dingin . tetapi kamar tidak sesuai dengan yang saya pesan .",air-tidak sesuai,0
"cari di google map tidak ada . ternyata namanya sakura hotel kamar bersih , air lancar , ac dingin . tetapi kamar tidak sesuai dengan yang saya pesan .",ac-bersih,0
"cari di google map tidak ada . ternyata namanya sakura hotel kamar bersih , air lancar , ac dingin . tetapi kamar tidak sesuai dengan yang saya pesan .",ac-lancar,0
"cari di google map tidak ada . ternyata namanya sakura hotel kamar bersih , air lancar , ac dingin . tetapi kamar tidak sesuai dengan yang saya pesan .",ac-dingin,1
"cari di google map tidak ada . ternyata namanya sakura hotel kamar bersih , air lancar , ac dingin . tetapi kamar tidak sesuai dengan yang saya pesan .",ac-tidak sesuai,0
"cari di google map tidak ada . ternyata namanya sakura hotel kamar bersih , air lancar , ac dingin . tetapi kamar tidak sesuai dengan yang saya pesan .",kamar-tidak sesuai,1
keren . sarapan oke .,sarapan-oke,1
"tidak ada sarapan , kamar tidak sesuai ekspentasi , kamar mandi sangat buruk .",sarapan-tidak ada,1
"tidak ada sarapan , kamar tidak sesuai ekspentasi , kamar mandi sangat buruk .",sarapan-tidak sesuai ekspentasi,0
"tidak ada sarapan , kamar tidak sesuai ekspentasi , kamar mandi sangat buruk .",sarapan-sangat buruk,0
"tidak ada sarapan , kamar tidak sesuai ekspentasi , kamar mandi sangat buruk .",kamar-tidak ada,0
"tidak ada sarapan , kamar tidak sesuai ekspentasi , kamar mandi sangat buruk .",kamar-tidak sesuai ekspentasi,1
"tidak ada sarapan , kamar tidak sesuai ekspentasi , kamar mandi sangat buruk .",kamar-sangat buruk,0
"tidak ada sarapan , kamar tidak sesuai ekspentasi , kamar mandi sangat buruk .",kamar mandi-tidak ada,0
"tidak ada sarapan , kamar tidak sesuai ekspentasi , kamar mandi sangat buruk .",kamar mandi-tidak sesuai ekspentasi,0
"tidak ada sarapan , kamar tidak sesuai ekspentasi , kamar mandi sangat buruk .",kamar mandi-sangat buruk,1
"petugas hotel ramah , kamar wangi dan bersih . hanya sedikit terganggu dengan suara guk guk dari sebelah hotel . untuk makanan menurut saya lumayan , iya overall is good , recommended hotel menurut saya .",petugas hotel-ramah,1
"petugas hotel ramah , kamar wangi dan bersih . hanya sedikit terganggu dengan suara guk guk dari sebelah hotel . untuk makanan menurut saya lumayan , iya overall is good , recommended hotel menurut saya .",petugas hotel-wangi,0
"petugas hotel ramah , kamar wangi dan bersih . hanya sedikit terganggu dengan suara guk guk dari sebelah hotel . untuk makanan menurut saya lumayan , iya overall is good , recommended hotel menurut saya .",petugas hotel-bersih,0
"petugas hotel ramah , kamar wangi dan bersih . hanya sedikit terganggu dengan suara guk guk dari sebelah hotel . untuk makanan menurut saya lumayan , iya overall is good , recommended hotel menurut saya .",petugas hotel-lumayan,0
"petugas hotel ramah , kamar wangi dan bersih . hanya sedikit terganggu dengan suara guk guk dari sebelah hotel . untuk makanan menurut saya lumayan , iya overall is good , recommended hotel menurut saya .",petugas hotel-good,0
"petugas hotel ramah , kamar wangi dan bersih . hanya sedikit terganggu dengan suara guk guk dari sebelah hotel . untuk makanan menurut saya lumayan , iya overall is good , recommended hotel menurut saya .",petugas hotel-recommended,0
"petugas hotel ramah , kamar wangi dan bersih . hanya sedikit terganggu dengan suara guk guk dari sebelah hotel . untuk makanan menurut saya lumayan , iya overall is good , recommended hotel menurut saya .",kamar-ramah,0
"petugas hotel ramah , kamar wangi dan bersih . hanya sedikit terganggu dengan suara guk guk dari sebelah hotel . untuk makanan menurut saya lumayan , iya overall is good , recommended hotel menurut saya .",kamar-wangi,1
"petugas hotel ramah , kamar wangi dan bersih . hanya sedikit terganggu dengan suara guk guk dari sebelah hotel . untuk makanan menurut saya lumayan , iya overall is good , recommended hotel menurut saya .",kamar-bersih,1
"petugas hotel ramah , kamar wangi dan bersih . hanya sedikit terganggu dengan suara guk guk dari sebelah hotel . untuk makanan menurut saya lumayan , iya overall is good , recommended hotel menurut saya .",kamar-lumayan,0
"petugas hotel ramah , kamar wangi dan bersih . hanya sedikit terganggu dengan suara guk guk dari sebelah hotel . untuk makanan menurut saya lumayan , iya overall is good , recommended hotel menurut saya .",kamar-good,0
"petugas hotel ramah , kamar wangi dan bersih . hanya sedikit terganggu dengan suara guk guk dari sebelah hotel . untuk makanan menurut saya lumayan , iya overall is good , recommended hotel menurut saya .",kamar-recommended,0
"petugas hotel ramah , kamar wangi dan bersih . hanya sedikit terganggu dengan suara guk guk dari sebelah hotel . untuk makanan menurut saya lumayan , iya overall is good , recommended hotel menurut saya .",makanan-ramah,0
"petugas hotel ramah , kamar wangi dan bersih . hanya sedikit terganggu dengan suara guk guk dari sebelah hotel . untuk makanan menurut saya lumayan , iya overall is good , recommended hotel menurut saya .",makanan-wangi,0
"petugas hotel ramah , kamar wangi dan bersih . hanya sedikit terganggu dengan suara guk guk dari sebelah hotel . untuk makanan menurut saya lumayan , iya overall is good , recommended hotel menurut saya .",makanan-bersih,0
"petugas hotel ramah , kamar wangi dan bersih . hanya sedikit terganggu dengan suara guk guk dari sebelah hotel . untuk makanan menurut saya lumayan , iya overall is good , recommended hotel menurut saya .",makanan-lumayan,1
"petugas hotel ramah , kamar wangi dan bersih . hanya sedikit terganggu dengan suara guk guk dari sebelah hotel . untuk makanan menurut saya lumayan , iya overall is good , recommended hotel menurut saya .",makanan-good,0
"petugas hotel ramah , kamar wangi dan bersih . hanya sedikit terganggu dengan suara guk guk dari sebelah hotel . untuk makanan menurut saya lumayan , iya overall is good , recommended hotel menurut saya .",makanan-recommended,0
"petugas hotel ramah , kamar wangi dan bersih . hanya sedikit terganggu dengan suara guk guk dari sebelah hotel . untuk makanan menurut saya lumayan , iya overall is good , recommended hotel menurut saya .",overall-ramah,0
"petugas hotel ramah , kamar wangi dan bersih . hanya sedikit terganggu dengan suara guk guk dari sebelah hotel . untuk makanan menurut saya lumayan , iya overall is good , recommended hotel menurut saya .",overall-wangi,0
"petugas hotel ramah , kamar wangi dan bersih . hanya sedikit terganggu dengan suara guk guk dari sebelah hotel . untuk makanan menurut saya lumayan , iya overall is good , recommended hotel menurut saya .",overall-bersih,0
"petugas hotel ramah , kamar wangi dan bersih . hanya sedikit terganggu dengan suara guk guk dari sebelah hotel . untuk makanan menurut saya lumayan , iya overall is good , recommended hotel menurut saya .",overall-lumayan,0
"petugas hotel ramah , kamar wangi dan bersih . hanya sedikit terganggu dengan suara guk guk dari sebelah hotel . untuk makanan menurut saya lumayan , iya overall is good , recommended hotel menurut saya .",overall-good,1
"petugas hotel ramah , kamar wangi dan bersih . hanya sedikit terganggu dengan suara guk guk dari sebelah hotel . untuk makanan menurut saya lumayan , iya overall is good , recommended hotel menurut saya .",overall-recommended,0
"petugas hotel ramah , kamar wangi dan bersih . hanya sedikit terganggu dengan suara guk guk dari sebelah hotel . untuk makanan menurut saya lumayan , iya overall is good , recommended hotel menurut saya .",hotel-ramah,0
"petugas hotel ramah , kamar wangi dan bersih . hanya sedikit terganggu dengan suara guk guk dari sebelah hotel . untuk makanan menurut saya lumayan , iya overall is good , recommended hotel menurut saya .",hotel-wangi,0
"petugas hotel ramah , kamar wangi dan bersih . hanya sedikit terganggu dengan suara guk guk dari sebelah hotel . untuk makanan menurut saya lumayan , iya overall is good , recommended hotel menurut saya .",hotel-bersih,0
"petugas hotel ramah , kamar wangi dan bersih . hanya sedikit terganggu dengan suara guk guk dari sebelah hotel . untuk makanan menurut saya lumayan , iya overall is good , recommended hotel menurut saya .",hotel-lumayan,0
"petugas hotel ramah , kamar wangi dan bersih . hanya sedikit terganggu dengan suara guk guk dari sebelah hotel . untuk makanan menurut saya lumayan , iya overall is good , recommended hotel menurut saya .",hotel-good,0
"petugas hotel ramah , kamar wangi dan bersih . hanya sedikit terganggu dengan suara guk guk dari sebelah hotel . untuk makanan menurut saya lumayan , iya overall is good , recommended hotel menurut saya .",hotel-recommended,1
"tempat tidurnya saja yang nyaman , kamar mandi kotor , saluran air buntu , informasi dari resepsionis plin plan .",tempat tidurnya-nyaman,1
"tempat tidurnya saja yang nyaman , kamar mandi kotor , saluran air buntu , informasi dari resepsionis plin plan .",tempat tidurnya-kotor,0
"tempat tidurnya saja yang nyaman , kamar mandi kotor , saluran air buntu , informasi dari resepsionis plin plan .",tempat tidurnya-buntu,0
"tempat tidurnya saja yang nyaman , kamar mandi kotor , saluran air buntu , informasi dari resepsionis plin plan .",kamar mandi-nyaman,0
"tempat tidurnya saja yang nyaman , kamar mandi kotor , saluran air buntu , informasi dari resepsionis plin plan .",kamar mandi-kotor,1
"tempat tidurnya saja yang nyaman , kamar mandi kotor , saluran air buntu , informasi dari resepsionis plin plan .",kamar mandi-buntu,0
"tempat tidurnya saja yang nyaman , kamar mandi kotor , saluran air buntu , informasi dari resepsionis plin plan .",saluran air-nyaman,0
"tempat tidurnya saja yang nyaman , kamar mandi kotor , saluran air buntu , informasi dari resepsionis plin plan .",saluran air-kotor,0
"tempat tidurnya saja yang nyaman , kamar mandi kotor , saluran air buntu , informasi dari resepsionis plin plan .",saluran air-buntu,1
"pelayanan di airy room eco pasteur cipedes tengah 195 : 1 . resepsionis kurang ramah saat check in . 2 . air panas kecil . 3 . channel pada tv sedikit . 4 . kasur kurang nyaman , 5 . selimut tipis padahal suhu di pasteur dingin . 6 . saat check out harus cari - cari penjaga office untuk menyerahkan kunci , tidak ada yang jaga di resepsionis .",resepsionis-kurang ramah,1
"pelayanan di airy room eco pasteur cipedes tengah 195 : 1 . resepsionis kurang ramah saat check in . 2 . air panas kecil . 3 . channel pada tv sedikit . 4 . kasur kurang nyaman , 5 . selimut tipis padahal suhu di pasteur dingin . 6 . saat check out harus cari - cari penjaga office untuk menyerahkan kunci , tidak ada yang jaga di resepsionis .",resepsionis-kecil,0
"pelayanan di airy room eco pasteur cipedes tengah 195 : 1 . resepsionis kurang ramah saat check in . 2 . air panas kecil . 3 . channel pada tv sedikit . 4 . kasur kurang nyaman , 5 . selimut tipis padahal suhu di pasteur dingin . 6 . saat check out harus cari - cari penjaga office untuk menyerahkan kunci , tidak ada yang jaga di resepsionis .",resepsionis-sedikit,0
"pelayanan di airy room eco pasteur cipedes tengah 195 : 1 . resepsionis kurang ramah saat check in . 2 . air panas kecil . 3 . channel pada tv sedikit . 4 . kasur kurang nyaman , 5 . selimut tipis padahal suhu di pasteur dingin . 6 . saat check out harus cari - cari penjaga office untuk menyerahkan kunci , tidak ada yang jaga di resepsionis .",resepsionis-kurang nyaman,0
"pelayanan di airy room eco pasteur cipedes tengah 195 : 1 . resepsionis kurang ramah saat check in . 2 . air panas kecil . 3 . channel pada tv sedikit . 4 . kasur kurang nyaman , 5 . selimut tipis padahal suhu di pasteur dingin . 6 . saat check out harus cari - cari penjaga office untuk menyerahkan kunci , tidak ada yang jaga di resepsionis .",resepsionis-tipis,0
"pelayanan di airy room eco pasteur cipedes tengah 195 : 1 . resepsionis kurang ramah saat check in . 2 . air panas kecil . 3 . channel pada tv sedikit . 4 . kasur kurang nyaman , 5 . selimut tipis padahal suhu di pasteur dingin . 6 . saat check out harus cari - cari penjaga office untuk menyerahkan kunci , tidak ada yang jaga di resepsionis .",air panas-kurang ramah,0
"pelayanan di airy room eco pasteur cipedes tengah 195 : 1 . resepsionis kurang ramah saat check in . 2 . air panas kecil . 3 . channel pada tv sedikit . 4 . kasur kurang nyaman , 5 . selimut tipis padahal suhu di pasteur dingin . 6 . saat check out harus cari - cari penjaga office untuk menyerahkan kunci , tidak ada yang jaga di resepsionis .",air panas-kecil,1
"pelayanan di airy room eco pasteur cipedes tengah 195 : 1 . resepsionis kurang ramah saat check in . 2 . air panas kecil . 3 . channel pada tv sedikit . 4 . kasur kurang nyaman , 5 . selimut tipis padahal suhu di pasteur dingin . 6 . saat check out harus cari - cari penjaga office untuk menyerahkan kunci , tidak ada yang jaga di resepsionis .",air panas-sedikit,0
"pelayanan di airy room eco pasteur cipedes tengah 195 : 1 . resepsionis kurang ramah saat check in . 2 . air panas kecil . 3 . channel pada tv sedikit . 4 . kasur kurang nyaman , 5 . selimut tipis padahal suhu di pasteur dingin . 6 . saat check out harus cari - cari penjaga office untuk menyerahkan kunci , tidak ada yang jaga di resepsionis .",air panas-kurang nyaman,0
"pelayanan di airy room eco pasteur cipedes tengah 195 : 1 . resepsionis kurang ramah saat check in . 2 . air panas kecil . 3 . channel pada tv sedikit . 4 . kasur kurang nyaman , 5 . selimut tipis padahal suhu di pasteur dingin . 6 . saat check out harus cari - cari penjaga office untuk menyerahkan kunci , tidak ada yang jaga di resepsionis .",air panas-tipis,0
"pelayanan di airy room eco pasteur cipedes tengah 195 : 1 . resepsionis kurang ramah saat check in . 2 . air panas kecil . 3 . channel pada tv sedikit . 4 . kasur kurang nyaman , 5 . selimut tipis padahal suhu di pasteur dingin . 6 . saat check out harus cari - cari penjaga office untuk menyerahkan kunci , tidak ada yang jaga di resepsionis .",channel-kurang ramah,0
"pelayanan di airy room eco pasteur cipedes tengah 195 : 1 . resepsionis kurang ramah saat check in . 2 . air panas kecil . 3 . channel pada tv sedikit . 4 . kasur kurang nyaman , 5 . selimut tipis padahal suhu di pasteur dingin . 6 . saat check out harus cari - cari penjaga office untuk menyerahkan kunci , tidak ada yang jaga di resepsionis .",channel-kecil,0
"pelayanan di airy room eco pasteur cipedes tengah 195 : 1 . resepsionis kurang ramah saat check in . 2 . air panas kecil . 3 . channel pada tv sedikit . 4 . kasur kurang nyaman , 5 . selimut tipis padahal suhu di pasteur dingin . 6 . saat check out harus cari - cari penjaga office untuk menyerahkan kunci , tidak ada yang jaga di resepsionis .",channel-sedikit,1
"pelayanan di airy room eco pasteur cipedes tengah 195 : 1 . resepsionis kurang ramah saat check in . 2 . air panas kecil . 3 . channel pada tv sedikit . 4 . kasur kurang nyaman , 5 . selimut tipis padahal suhu di pasteur dingin . 6 . saat check out harus cari - cari penjaga office untuk menyerahkan kunci , tidak ada yang jaga di resepsionis .",channel-kurang nyaman,0
"pelayanan di airy room eco pasteur cipedes tengah 195 : 1 . resepsionis kurang ramah saat check in . 2 . air panas kecil . 3 . channel pada tv sedikit . 4 . kasur kurang nyaman , 5 . selimut tipis padahal suhu di pasteur dingin . 6 . saat check out harus cari - cari penjaga office untuk menyerahkan kunci , tidak ada yang jaga di resepsionis .",channel-tipis,0
"pelayanan di airy room eco pasteur cipedes tengah 195 : 1 . resepsionis kurang ramah saat check in . 2 . air panas kecil . 3 . channel pada tv sedikit . 4 . kasur kurang nyaman , 5 . selimut tipis padahal suhu di pasteur dingin . 6 . saat check out harus cari - cari penjaga office untuk menyerahkan kunci , tidak ada yang jaga di resepsionis .",kasur-kurang ramah,0
"pelayanan di airy room eco pasteur cipedes tengah 195 : 1 . resepsionis kurang ramah saat check in . 2 . air panas kecil . 3 . channel pada tv sedikit . 4 . kasur kurang nyaman , 5 . selimut tipis padahal suhu di pasteur dingin . 6 . saat check out harus cari - cari penjaga office untuk menyerahkan kunci , tidak ada yang jaga di resepsionis .",kasur-kecil,0
"pelayanan di airy room eco pasteur cipedes tengah 195 : 1 . resepsionis kurang ramah saat check in . 2 . air panas kecil . 3 . channel pada tv sedikit . 4 . kasur kurang nyaman , 5 . selimut tipis padahal suhu di pasteur dingin . 6 . saat check out harus cari - cari penjaga office untuk menyerahkan kunci , tidak ada yang jaga di resepsionis .",kasur-sedikit,0
"pelayanan di airy room eco pasteur cipedes tengah 195 : 1 . resepsionis kurang ramah saat check in . 2 . air panas kecil . 3 . channel pada tv sedikit . 4 . kasur kurang nyaman , 5 . selimut tipis padahal suhu di pasteur dingin . 6 . saat check out harus cari - cari penjaga office untuk menyerahkan kunci , tidak ada yang jaga di resepsionis .",kasur-kurang nyaman,1
"pelayanan di airy room eco pasteur cipedes tengah 195 : 1 . resepsionis kurang ramah saat check in . 2 . air panas kecil . 3 . channel pada tv sedikit . 4 . kasur kurang nyaman , 5 . selimut tipis padahal suhu di pasteur dingin . 6 . saat check out harus cari - cari penjaga office untuk menyerahkan kunci , tidak ada yang jaga di resepsionis .",kasur-tipis,0
"pelayanan di airy room eco pasteur cipedes tengah 195 : 1 . resepsionis kurang ramah saat check in . 2 . air panas kecil . 3 . channel pada tv sedikit . 4 . kasur kurang nyaman , 5 . selimut tipis padahal suhu di pasteur dingin . 6 . saat check out harus cari - cari penjaga office untuk menyerahkan kunci , tidak ada yang jaga di resepsionis .",selimut-kurang ramah,0
"pelayanan di airy room eco pasteur cipedes tengah 195 : 1 . resepsionis kurang ramah saat check in . 2 . air panas kecil . 3 . channel pada tv sedikit . 4 . kasur kurang nyaman , 5 . selimut tipis padahal suhu di pasteur dingin . 6 . saat check out harus cari - cari penjaga office untuk menyerahkan kunci , tidak ada yang jaga di resepsionis .",selimut-kecil,0
"pelayanan di airy room eco pasteur cipedes tengah 195 : 1 . resepsionis kurang ramah saat check in . 2 . air panas kecil . 3 . channel pada tv sedikit . 4 . kasur kurang nyaman , 5 . selimut tipis padahal suhu di pasteur dingin . 6 . saat check out harus cari - cari penjaga office untuk menyerahkan kunci , tidak ada yang jaga di resepsionis .",selimut-sedikit,0
"pelayanan di airy room eco pasteur cipedes tengah 195 : 1 . resepsionis kurang ramah saat check in . 2 . air panas kecil . 3 . channel pada tv sedikit . 4 . kasur kurang nyaman , 5 . selimut tipis padahal suhu di pasteur dingin . 6 . saat check out harus cari - cari penjaga office untuk menyerahkan kunci , tidak ada yang jaga di resepsionis .",selimut-kurang nyaman,0
"pelayanan di airy room eco pasteur cipedes tengah 195 : 1 . resepsionis kurang ramah saat check in . 2 . air panas kecil . 3 . channel pada tv sedikit . 4 . kasur kurang nyaman , 5 . selimut tipis padahal suhu di pasteur dingin . 6 . saat check out harus cari - cari penjaga office untuk menyerahkan kunci , tidak ada yang jaga di resepsionis .",selimut-tipis,1
"kamar mandi kurang bersih , kamar tidak terlalu nyaman .",kamar mandi-kurang bersih,1
"kamar mandi kurang bersih , kamar tidak terlalu nyaman .",kamar mandi-tidak terlalu nyaman,0
"kamar mandi kurang bersih , kamar tidak terlalu nyaman .",kamar-kurang bersih,0
"kamar mandi kurang bersih , kamar tidak terlalu nyaman .",kamar-tidak terlalu nyaman,1
"saya kecewa , karena : 1 . keran bathtub tidak bekerja dengan baik 2 . toilet tidak bisa dipakai 3 . ac tidak dingin 4 . belum saja check out sudah disuruh check out 5 . tidak ada breakfast yang di janjikan di voucher .",keran bathtub-tidak bekerja dengan baik,1
"saya kecewa , karena : 1 . keran bathtub tidak bekerja dengan baik 2 . toilet tidak bisa dipakai 3 . ac tidak dingin 4 . belum saja check out sudah disuruh check out 5 . tidak ada breakfast yang di janjikan di voucher .",keran bathtub-tidak bisa dipakai,0
"saya kecewa , karena : 1 . keran bathtub tidak bekerja dengan baik 2 . toilet tidak bisa dipakai 3 . ac tidak dingin 4 . belum saja check out sudah disuruh check out 5 . tidak ada breakfast yang di janjikan di voucher .",keran bathtub-tidak dingin,0
"saya kecewa , karena : 1 . keran bathtub tidak bekerja dengan baik 2 . toilet tidak bisa dipakai 3 . ac tidak dingin 4 . belum saja check out sudah disuruh check out 5 . tidak ada breakfast yang di janjikan di voucher .",keran bathtub-tidak ada,0
"saya kecewa , karena : 1 . keran bathtub tidak bekerja dengan baik 2 . toilet tidak bisa dipakai 3 . ac tidak dingin 4 . belum saja check out sudah disuruh check out 5 . tidak ada breakfast yang di janjikan di voucher .",toilet-tidak bekerja dengan baik,0
"saya kecewa , karena : 1 . keran bathtub tidak bekerja dengan baik 2 . toilet tidak bisa dipakai 3 . ac tidak dingin 4 . belum saja check out sudah disuruh check out 5 . tidak ada breakfast yang di janjikan di voucher .",toilet-tidak bisa dipakai,1
"saya kecewa , karena : 1 . keran bathtub tidak bekerja dengan baik 2 . toilet tidak bisa dipakai 3 . ac tidak dingin 4 . belum saja check out sudah disuruh check out 5 . tidak ada breakfast yang di janjikan di voucher .",toilet-tidak dingin,0
"saya kecewa , karena : 1 . keran bathtub tidak bekerja dengan baik 2 . toilet tidak bisa dipakai 3 . ac tidak dingin 4 . belum saja check out sudah disuruh check out 5 . tidak ada breakfast yang di janjikan di voucher .",toilet-tidak ada,0
"saya kecewa , karena : 1 . keran bathtub tidak bekerja dengan baik 2 . toilet tidak bisa dipakai 3 . ac tidak dingin 4 . belum saja check out sudah disuruh check out 5 . tidak ada breakfast yang di janjikan di voucher .",ac-tidak bekerja dengan baik,0
"saya kecewa , karena : 1 . keran bathtub tidak bekerja dengan baik 2 . toilet tidak bisa dipakai 3 . ac tidak dingin 4 . belum saja check out sudah disuruh check out 5 . tidak ada breakfast yang di janjikan di voucher .",ac-tidak bisa dipakai,0
"saya kecewa , karena : 1 . keran bathtub tidak bekerja dengan baik 2 . toilet tidak bisa dipakai 3 . ac tidak dingin 4 . belum saja check out sudah disuruh check out 5 . tidak ada breakfast yang di janjikan di voucher .",ac-tidak dingin,1
"saya kecewa , karena : 1 . keran bathtub tidak bekerja dengan baik 2 . toilet tidak bisa dipakai 3 . ac tidak dingin 4 . belum saja check out sudah disuruh check out 5 . tidak ada breakfast yang di janjikan di voucher .",ac-tidak ada,0
"saya kecewa , karena : 1 . keran bathtub tidak bekerja dengan baik 2 . toilet tidak bisa dipakai 3 . ac tidak dingin 4 . belum saja check out sudah disuruh check out 5 . tidak ada breakfast yang di janjikan di voucher .",breakfast-tidak bekerja dengan baik,0
"saya kecewa , karena : 1 . keran bathtub tidak bekerja dengan baik 2 . toilet tidak bisa dipakai 3 . ac tidak dingin 4 . belum saja check out sudah disuruh check out 5 . tidak ada breakfast yang di janjikan di voucher .",breakfast-tidak bisa dipakai,0
"saya kecewa , karena : 1 . keran bathtub tidak bekerja dengan baik 2 . toilet tidak bisa dipakai 3 . ac tidak dingin 4 . belum saja check out sudah disuruh check out 5 . tidak ada breakfast yang di janjikan di voucher .",breakfast-tidak dingin,0
"saya kecewa , karena : 1 . keran bathtub tidak bekerja dengan baik 2 . toilet tidak bisa dipakai 3 . ac tidak dingin 4 . belum saja check out sudah disuruh check out 5 . tidak ada breakfast yang di janjikan di voucher .",breakfast-tidak ada,1
sangat puas .,,1
"tidak ada fasilitas akomodasi ke bandara , tempat jauh dari jalan besar .",fasilitas akomodasi ke bandara-tidak ada,1
