input,output,se_order,paradigm
"Also , specify if you like your food spicy - its rather bland if you do n ' t .","( food , food quality , bland , negative )",acos,extraction
The environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts .,"( environment , ambience general , upscale , neutral )",acos,extraction
"This tiny restaurant is as cozy as it gets , with that certain Parisian flair .","( restaurant , ambience general , cozy , positive )",acos,extraction
Haru on Park S is simply disgusting .,"( Haru on Park S , restaurant general , disgusting , negative )",acos,extraction
The only thing more wonderful than the food ( which is exceptional ) is the service .,"( food , food quality , exceptional , positive ) ; ( service , service general , wonderful , positive )",acos,extraction
Have been several times and it never dissapoints .,"( NULL , restaurant general , never dissapoints , positive )",acos,extraction
The food is so cheap and the waiters are nice .,"( food , food prices , cheap , positive ) ; ( waiters , service general , nice , positive )",acos,extraction
"its a little out of the way if you do n ' t live in the neighborhood , but definitely worth the trip from wherever you are .","( NULL , location general , a little out of the way , negative ) ; ( NULL , restaurant general , worth , positive )",acos,extraction
Ravioli was good . . . but I have to say that I found everything a bit overpriced .,"( Ravioli , food quality , good , positive ) ; ( NULL , food prices , overpriced , negative )",acos,extraction
The food ' s as good as ever .,"( food , food quality , good , positive )",acos,extraction
"Their calzones are horrific , bad , vomit - inducing , YUCK .","( calzones , food quality , horrific , negative ) ; ( calzones , food quality , bad , negative ) ; ( calzones , food quality , vomit - inducing , negative ) ; ( calzones , food quality , YUCK , negative )",acos,extraction
One of the best hot dogs I have ever eaten .,"( NULL , food quality , best , positive )",acos,extraction
WORST PLACE ON SMITH STREET IN BROOKLYN,"( PLACE , restaurant general , WORST , negative )",acos,extraction
"The food is decent at best , and the ambience , well , it ' s a matter of opinion , some may consider it to be a sweet thing , I thought it was just annoying .","( food , food quality , decent , negative ) ; ( ambience , ambience general , annoying , negative )",acos,extraction
I thanked my friend who recommended me this restaurant and will certainly recommend it to others .,"( restaurant , restaurant general , recommend , positive )",acos,extraction
I had the Lamb special which was perfect .,"( Lamb special , food quality , perfect , positive )",acos,extraction
"The crust has a great bite and a good chew , the sauce is light with a nice acidity to it , the salt from the cheese is great , really heightens the flavor of all the other components .","( crust , food quality , great , positive ) ; ( crust , food quality , good , positive ) ; ( sauce , food quality , light , positive ) ; ( cheese , food quality , great , positive )",acos,extraction
Terrible would be a compliment !,"( NULL , restaurant general , Terrible , negative )",acos,extraction
"Service was prompt , friendly and great .","( Service , service general , prompt , positive ) ; ( Service , service general , friendly , positive ) ; ( Service , service general , great , positive )",acos,extraction
fresh restaurant was amazing . . . . . . . . food was delicious and of course fresh .,"( fresh restaurant , restaurant general , fresh , positive ) ; ( fresh restaurant , restaurant general , amazing , positive ) ; ( food , food quality , delicious , positive ) ; ( food , food quality , fresh , positive )",acos,extraction
We were not dissappointed in the least bit by this little gem .,"( NULL , restaurant general , not dissappointed in the least bit , positive )",acos,extraction
Bukhara is on my top 5 Indian places in NYC,"( Bukhara , restaurant general , top , positive )",acos,extraction
The food here was mediocre at best .,"( food , food quality , mediocre , negative )",acos,extraction
"For desserts , we tried the frozen black sesame mousse ( interesting but not extraordinary ) and matcha ( powdered green tea ) and blueberry cheesecake , which was phenomenal .","( frozen black sesame mousse , food quality , interesting , neutral ) ; ( frozen black sesame mousse , food quality , not extraordinary , neutral ) ; ( matcha ( powdered green tea ) and blueberry cheesecake , food quality , phenomenal , positive )",acos,extraction
A coworker and I tried Pacifico after work a few Fridays and loved it .,"( Pacifico , restaurant general , loved , positive )",acos,extraction
Nice view of river and NYC .,"( view of river and NYC , location general , Nice , positive )",acos,extraction
"The food is flavorful , plentiful and reasonably priced .","( food , food quality , flavorful , positive ) ; ( food , food style_options , plentiful , positive ) ; ( food , food prices , reasonably priced , positive )",acos,extraction
Best restaurant in Brooklyn,"( restaurant , restaurant general , Best , positive )",acos,extraction
"The food here is rather good , but only if you like to wait for it .","( food , food quality , good , positive ) ; ( NULL , service general , wait for it , negative )",acos,extraction
I ' ve waited over one hour for food .,"( NULL , service general , waited over one hour , negative )",acos,extraction
"Furthermore , the rice had no seasoning , so the sushi was bland and disgusting .","( rice , food quality , no seasoning , negative ) ; ( sushi , food quality , bland , negative ) ; ( sushi , food quality , disgusting , negative )",acos,extraction
I think the pizza is so overrated and was under cooked .,"( pizza , food quality , overrated , negative )",acos,extraction
"I would recommend Roxy ' s for that , but not for their food .","( food , food quality , recommend , negative ) ; ( NULL , food quality , not for their food , negative )",acos,extraction
Lucky Strike is a great casual place to just grab a bite to eat .,"( Lucky Strike , restaurant general , great casual , positive )",acos,extraction
"I have tried to make reservations , but both times , the hostess did n ' t have my name .","( hostess , service general , did n ' t have my name , negative )",acos,extraction
"This place has totally weird decor , stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional . . .","( decor , ambience general , weird , negative ) ; ( mirrored walls , ambience general , dizzy , negative ) ; ( mirrored walls , ambience general , delusional , negative )",acos,extraction
The service was quick and friendly .,"( service , service general , quick , positive )",acos,extraction
Go to Volare for 1st class service and terrific food .,"( service , service general , 1st class , positive ) ; ( food , food quality , terrific , positive )",acos,extraction
"Great spot , whether looking for a couple of drinks or quiet dinner .","( spot , restaurant general , Great , positive ) ; ( spot , restaurant miscellaneous , Great , positive )",acos,extraction
The staff is no nonsense .,"( staff , service general , no nonsense , positive )",acos,extraction
Highly impressed from the decor to the food to the hospitality to the great night I had !,"( decor , ambience general , impressed , positive ) ; ( food , food quality , impressed , positive ) ; ( NULL , service general , hospitality , positive ) ; ( NULL , restaurant general , great , positive )",acos,extraction
"Do n ' t dine at Tamarind for the vegetarian dishes , they are simply not up to par with the non - veg selections .","( vegetarian dishes , food quality , not up to par , negative )",acos,extraction
We waited at the bar and had martinis that were just right .,"( martinis , drinks quality , right , positive )",acos,extraction
It ' s a small cute restaurant .,"( restaurant , restaurant general , small cute , positive )",acos,extraction
This place is not worth the prices .,"( place , restaurant general , not worth the prices , negative ) ; ( place , restaurant prices , not worth the prices , negative )",acos,extraction
Make sure you try this place as often as you can .,"( place , restaurant general , try , positive )",acos,extraction
"The quantity is also very good , you will come out satisfied .","( quantity , food style_options , good , positive ) ; ( quantity , food style_options , satisfied , positive )",acos,extraction
Friendly staff that actually lets you enjoy your meal and the company you ' re with .,"( staff , service general , Friendly , positive )",acos,extraction
"Service was devine , oysters where a sensual as they come , and the price ca n ' t be beat ! ! !","( Service , service general , devine , positive ) ; ( oysters , food quality , sensual , positive ) ; ( NULL , restaurant prices , ca n ' t be beat , positive )",acos,extraction
Delivery guy sometimes get upset if you do n ' t tip more than 10 % .,"( Delivery guy , service general , upset , negative )",acos,extraction
Shame on this place for the horrible rude staff and non - existent customer service .,"( staff , service general , rude , negative ) ; ( customer service , service general , non - existent , negative )",acos,extraction
Do n ' t miss Bloom ' s on your next trip to Manhatten .,"( Bloom ' s , restaurant general , miss , positive )",acos,extraction
And amazingly cheap .,"( NULL , food prices , cheap , positive )",acos,extraction
Every time I have a special occasion with my boyfriend I have a hard time going anywhere else .,"( NULL , restaurant miscellaneous , have a hard time going anywhere else , positive )",acos,extraction
"Two complaints - - their appetizer selection stinks , it would be nice to get some mozzarella sticks on the menu .","( appetizer selection , food style_options , complaints , negative )",acos,extraction
"Nevertheless , I finished my plate , and that ' s when I found a maggot in mushroom sauce at the bottom .","( mushroom sauce , food quality , maggot , negative )",acos,extraction
But that was n ' t the icing on the cake : a tiramisu that resembled nothing I have ever had .,"( tiramisu , food quality , nothing , negative )",acos,extraction
No gimmicks here - - the food speaks for itself in its freshness and preparation .,"( food , food quality , freshness , positive )",acos,extraction
Can ' t wait to go back .,"( NULL , restaurant general , go back , positive )",acos,extraction
"I found the food , service and value exceptional everytime I have been there .","( food , food quality , exceptional , positive ) ; ( service , service general , exceptional , positive ) ; ( value , restaurant prices , exceptional , positive )",acos,extraction
Thank you everyone at Water ' s Edge .,"( Water ' s Edge , restaurant general , Thank you , positive )",acos,extraction
I thought I had died and gone to heaven .,"( NULL , food quality , heaven , positive )",acos,extraction
the waitstaffs are nice though .,"( waitstaffs , service general , nice , positive )",acos,extraction
Service was prompt and courteous .,"( Service , service general , prompt , positive ) ; ( Service , service general , courteous , positive )",acos,extraction
"Everything I had was good , and I ' m a eater .","( NULL , food quality , good , positive )",acos,extraction
"From the spectacular caviar to the hospitable waitstaff , I felt like royalty and enjoyed every second of it .","( caviar , food quality , spectacular , positive ) ; ( caviar , food quality , enjoyed , positive ) ; ( waitstaff , service general , hospitable , positive ) ; ( waitstaff , service general , enjoyed , positive )",acos,extraction
Nice for one time special occasion .,"( NULL , restaurant miscellaneous , Nice , positive )",acos,extraction
"It ' s a little out of our price range for dining there except on special occasions , but we ' ve eaten there 6 times in the last 2 years .","( NULL , restaurant prices , out of our price range , negative )",acos,extraction
Probably would not go again . . .,"( NULL , restaurant general , not go again , negative )",acos,extraction
"service is friendly , and never had a problem walking in and getting a table .","( service , service general , friendly , positive )",acos,extraction
"lobster was good , nothing spectacular .","( lobster , food quality , good , neutral )",acos,extraction
The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals .,"( service , service general , fast , positive ) ; ( service , service general , friendly , positive ) ; ( food , food quality , tasty , positive ) ; ( hot sauce , food quality , best , positive )",acos,extraction
"Please take my advice , go and try this place .","( place , restaurant general , go and try , positive )",acos,extraction
"The service was attentive , yet discreet .","( service , service general , attentive , positive ) ; ( service , service general , discreet , positive )",acos,extraction
"The pesto pizza was excellent , thin - crust pizza with a nice amount of spicy Italian cheese that I ' d never heard of before .","( pesto pizza , food quality , excellent , positive ) ; ( spicy Italian cheese , food quality , nice , positive )",acos,extraction
Always great service !,"( service , service general , great , positive )",acos,extraction
everyone was cheerfully cooperative and helpful .,"( NULL , service general , cheerfully cooperative , positive ) ; ( NULL , service general , helpful , positive )",acos,extraction
Suan is a great place that I often take my friends ( classmates ) too .,"( Suan , restaurant general , great , positive )",acos,extraction
Not because you are `` The Four Seasons `` . . . – you are allowed to charge an arm and a leg for a romatic dinner .,"( The Four Seasons , restaurant prices , charge an arm and a leg , negative )",acos,extraction
"When you ' re sitting in their main dining room ( which has a spectacular , hand - painted high ceiling ) you ' d never know there was a world outside .","( main dining room , ambience general , spectacular , positive ) ; ( ceiling , ambience general , spectacular , positive ) ; ( ceiling , ambience general , hand - painted high , positive )",acos,extraction
I completely recommend Casa La Femme for any special occasion and to REALLY impress your date .,"( Casa La Femme , restaurant miscellaneous , recommend , positive )",acos,extraction
Still we keep going back : ),"( NULL , restaurant general , going back , positive )",acos,extraction
"I went to Areo on a Sunday afternoon with four of my girlfriends , and spent three enjoyable hours there .","( Areo , restaurant general , enjoyable , positive )",acos,extraction
We had a good time .,"( NULL , restaurant general , good time , positive )",acos,extraction
"But if you ' re prepared to spend some $ and remember to ask if something they offer is complimentary , then this is the place to go for Indian food","( Indian food , food quality , the place to go , positive ) ; ( place , restaurant prices , complimentary , positive )",acos,extraction
"Yes , they use fancy ingredients , but even fancy ingredients do n ' t make for good pizza unless someone knows how to get the crust right .","( ingredients , food quality , fancy , positive ) ; ( pizza , food quality , do n ' t make for good pizza , negative )",acos,extraction
I look forward to eating here again,"( NULL , restaurant general , look forward , positive )",acos,extraction
A Thai restaurant out of rice during dinner ?,"( Thai restaurant , restaurant miscellaneous , out of rice , negative )",acos,extraction
"The food is outstanding and the service is quick , friendly and very professional .","( food , food quality , outstanding , positive ) ; ( service , service general , quick , positive ) ; ( service , service general , friendly , positive ) ; ( service , service general , professional , positive )",acos,extraction
"Very , very nice","( NULL , restaurant general , nice , positive )",acos,extraction
MMmmm . . . it was delicious .,"( NULL , food quality , delicious , positive )",acos,extraction
"On the way out , we heard of other guests complaining about similar issues .","( NULL , service general , complaining , negative )",acos,extraction
"However , I think Jeckll and Hydes t is one of those places that is fun to do once .","( Jeckll and Hydes , restaurant general , fun , positive )",acos,extraction
Delicious crab cakes too .,"( crab cakes , food quality , Delicious , positive )",acos,extraction
"Rao is a good restaurant , but it ' s nothing special .","( Rao , restaurant general , good , neutral )",acos,extraction
The flavors robust and subtle .,"( NULL , food quality , robust , positive ) ; ( NULL , food quality , subtle , positive )",acos,extraction
"The restaurant has a Family feel , not least with regard to the portions which are enormous ; the veal alone could have single - handedly solved third world famine .","( restaurant , ambience general , Family feel , positive ) ; ( portions , food style_options , enormous , positive ) ; ( veal , food style_options , have single - handedly solved third world famine , positive )",acos,extraction
Good for dates or with friends .,"( NULL , restaurant miscellaneous , Good , positive )",acos,extraction
One of us actually liked the expresso - that ' s it .,"( expresso , drinks quality , liked , positive )",acos,extraction
The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion ( maybe 3 of each ) .,"( fried oysters and clams , food quality , delicious , positive ) ; ( fried oysters and clams , food style_options , tiny portion , negative ) ; ( NULL , service general , served quickly , positive )",acos,extraction
"I highly recommend Cafe St . Bart ' s for their food , the ambience and wonderful service .","( food , food quality , recommend , positive ) ; ( ambience , ambience general , recommend , positive ) ; ( service , service general , recommend , positive ) ; ( service , service general , wonderful , positive )",acos,extraction
this little place has a cute interior decor and affordable city prices .,"( interior decor , ambience general , cute , positive ) ; ( place , restaurant prices , little , positive )",acos,extraction
The flavors are amazing and the value is phenomenal .,"( NULL , food quality , amazing , positive ) ; ( NULL , food prices , phenomenal , positive )",acos,extraction
The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed .,"( hanger steak , food quality , rubber , negative ) ; ( tuna , food quality , flavorless , negative )",acos,extraction
"sometimes i get bad food and bad service , sometimes i get good good and bad service .","( food , food quality , bad , negative ) ; ( service , service general , bad , negative ) ; ( service , service general , bad , negative ) ; ( good , food quality , good , positive )",acos,extraction
This restaurant was way overhyped .,"( restaurant , restaurant general , overhyped , negative )",acos,extraction
"Ambience is delightful , service impeccable .","( Ambience , ambience general , delightful , positive ) ; ( service , service general , impeccable , positive )",acos,extraction
The place ' s decor and hidden bathrooms made for a good laugh .,"( decor , ambience general , good laugh , positive ) ; ( hidden bathrooms , ambience general , good laugh , positive )",acos,extraction
the turkey burgers are scary !,"( turkey burgers , food quality , scary , negative )",acos,extraction
Even after they overcharged me the last time I was there .,"( NULL , service general , overcharged , negative )",acos,extraction
Have frequented ' ino for several years and the food remains excellent .,"( food , food quality , excellent , positive )",acos,extraction
This has got to be one of the most overrated restaurants in Brooklyn .,"( NULL , restaurant general , overrated , negative )",acos,extraction
Someone else recommended the dessert - we also left that .,"( dessert , food quality , recommended , negative )",acos,extraction
A little overpriced but worth it once you take a bite .,"( NULL , food prices , overpriced , negative ) ; ( NULL , food quality , worth , positive )",acos,extraction
I had a huge pastrami sandwich on a roll .,"( pastrami sandwich on a roll , food style_options , huge , neutral )",acos,extraction
The atmosphere was great .,"( atmosphere , ambience general , great , positive )",acos,extraction
I have been to Rao ' s probably 15 times the past 3 years and it keeps getting better .,"( Rao ' s , restaurant general , better , positive )",acos,extraction
"On that scale , it ' s a world - beater .","( NULL , restaurant general , world - beater , negative )",acos,extraction
I agree that dining at Casa La Femme is like no other dining experience !,"( Casa La Femme , restaurant general , like no other dining experience , negative )",acos,extraction
I ordered the vitello alla marsala and I was pretty impressed .,"( vitello alla marsala , food quality , impressed , positive )",acos,extraction
"However , once I received my predictably mediocre order of what Dokebi thinks passes as Korean fair , ( sometimes you have to settle when it ' s your only option ) , I got through about half my kimchee before I found a piece of random lettuce accompanied by a far more disgusting , slimy , clearly bad piece of fish skin .","( kimchee , food quality , disgusting , negative ) ; ( Korean fair , food quality , mediocre , negative )",acos,extraction
Even my Indian friend couldn ' t believe how good and tasty everything was .,"( NULL , food quality , good , positive ) ; ( NULL , food quality , tasty , positive )",acos,extraction
Pizza was a little soggy .,"( Pizza , food quality , soggy , negative )",acos,extraction
A classic !,"( NULL , food quality , classic , positive )",acos,extraction
Do n ' t be fooled by crowds of people .,"( NULL , restaurant miscellaneous , fooled , negative )",acos,extraction
"they were dry and disgusting , i did n ' t even finish my first piece .","( NULL , food quality , dry , negative ) ; ( NULL , food quality , disgusting , negative )",acos,extraction
"At first glance this place seems a bit pricey for a hot dog joint , but at Bark you do n ' t just get your average hot dog .","( Bark , restaurant prices , pricey , negative )",acos,extraction
Not cheap but very yummy .,"( NULL , food prices , Not cheap , negative ) ; ( NULL , food quality , yummy , positive )",acos,extraction
"They seemed to continue to rush us along , taking plates without asking if we were done ( my sister still had her fork in hand ) .","( NULL , service general , rush , negative )",acos,extraction
Such a disappointment . . .,"( NULL , service general , disappointment , negative )",acos,extraction
This place has the best Chinese style BBQ ribs in the city .,"( BBQ ribs , food quality , best , positive ) ; ( BBQ ribs , food style_options , best , positive )",acos,extraction
"I have never left a restaurant feeling as if i was abused , and wasted my hard earned money .","( restaurant , restaurant general , abused , negative ) ; ( restaurant , restaurant prices , abused , negative )",acos,extraction
"I did n ' t complain , I liked the atmosphere so much .","( atmosphere , ambience general , liked , positive )",acos,extraction
"Conveniently located too , being right on Bedford ave .","( NULL , location general , Conveniently , positive )",acos,extraction
"And it all comes at a very reasonable price ( congee , noodles , and rice dishes are no more than $ 3 - 6 each ) .","( NULL , food prices , reasonable , positive ) ; ( congee , food prices , no more than $ 3 - 6 each , positive ) ; ( noodles , food prices , no more than $ 3 - 6 each , positive ) ; ( rice dishes , food prices , no more than $ 3 - 6 each , positive )",acos,extraction
The food was good too .,"( food , food quality , good , positive )",acos,extraction
The food now is inconsistent .,"( food , food quality , inconsistent , negative )",acos,extraction
"The large selection of bruschettas , paninis , tramezzinis keep the palate from stagnating .","( bruschettas , food style_options , large selection , positive ) ; ( paninis , food style_options , large selection , positive ) ; ( tramezzinis , food style_options , large selection , positive )",acos,extraction
They charge different prices all the time .,"( NULL , service general , charge different prices , negative )",acos,extraction
"For a restaurant with such a good reputation and that is usually so packed , there was no reason for such a lack of intelligent customer service .","( restaurant , restaurant miscellaneous , good reputation , positive ) ; ( customer service , service general , intelligent , negative )",acos,extraction
"The ambience is pretty and nice for conversation , so a casual lunch here would probably be best .","( ambience , ambience general , pretty , positive ) ; ( ambience , ambience general , nice , positive ) ; ( NULL , restaurant miscellaneous , best , positive )",acos,extraction
"I came across Village Underground by accident , now I go there all the time .","( Village Underground , restaurant general , go there all the time , positive )",acos,extraction
Food is great and inexpensive .,"( Food , food quality , great , positive ) ; ( Food , food prices , inexpensive , positive )",acos,extraction
"This was , from start to finish , a mind - bogglingly uncomfortable experience .","( NULL , restaurant general , mind - bogglingly uncomfortable , negative )",acos,extraction
The decor is very simple but comfortable .,"( decor , ambience general , simple , positive ) ; ( decor , ambience general , comfortable , positive )",acos,extraction
I had fish and my husband had the filet - both of which exceeded our expectations .,"( fish , food quality , exceeded our expectations , positive ) ; ( filet , food quality , exceeded our expectations , positive )",acos,extraction
Baluchi ' s has solid food and a nice decor at reasonable prices .,"( food , food quality , solid , positive ) ; ( decor , ambience general , nice , positive ) ; ( Baluchi ' s , restaurant prices , solid , positive )",acos,extraction
Great Indian Food !,"( Indian Food , food quality , Great , positive )",acos,extraction
it was really good pizza .,"( pizza , food quality , good , positive )",acos,extraction
"It ' s just average , just shredded , no seasoning on it .","( NULL , food quality , average , negative ) ; ( NULL , food quality , shredded , negative ) ; ( NULL , food quality , no seasoning , negative )",acos,extraction
The portions are small but being that the food was so good makes up for that .,"( portions , food style_options , small , negative ) ; ( food , food quality , good , positive )",acos,extraction
Have never had a problem with service save a missing rice once .,"( service , service general , problem , positive )",acos,extraction
"After that she simply took our plates , walked away , came back another TWENTY minutes later with the bill and the chicken on it ! ! ! ! ! ! ! ! ! ! ! !","( NULL , service general , TWENTY minutes later , negative )",acos,extraction
If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you ' ll love it here .,"( bottle , drinks prices , love , negative ) ; ( music , ambience general , like , negative )",acos,extraction
Fish was overdone .,"( Fish , food quality , overdone , negative )",acos,extraction
"At $ 120 for two people , however , this in no way represents value , unless you ' re looking to pay by the hour for passive - aggressive torture .","( NULL , restaurant prices , no way represents value , negative ) ; ( NULL , service general , torture , negative )",acos,extraction
I highly recommend the restaurant based on our experience last night .,"( restaurant , restaurant general , recommend , positive )",acos,extraction
"Will comeback for sure , wish they have it here in LA . .","( NULL , restaurant general , comeback , positive )",acos,extraction
Wine list is extensive without being over - priced .,"( Wine list , drinks style_options , extensive without being over - priced , positive ) ; ( Wine list , drinks prices , extensive without being over - priced , positive )",acos,extraction
Try sushimi cucumber roll .,"( sushimi cucumber roll , food quality , Try , positive )",acos,extraction
We were seated outside and the waiter spilled red wine and hot tea on myself and my date .,"( waiter , service general , spilled , negative )",acos,extraction
Wait staff is blantently unappreciative of your business but its the best pie on the UWS !,"( Wait staff , service general , unappreciative , negative ) ; ( pie , food quality , best , positive )",acos,extraction
"Leon is an East Village gem : casual but hip , with well prepared basic French bistro fare , good specials , a warm and lively atmosphere .","( Leon , ambience general , casual , positive ) ; ( Leon , ambience general , hip , positive ) ; ( specials , food quality , good , positive ) ; ( atmosphere , ambience general , warm , positive ) ; ( atmosphere , ambience general , lively , positive ) ; ( French bistro fare , food quality , well prepared , positive )",acos,extraction
Not a great place for family or general dining .,"( place , restaurant miscellaneous , Not a great , negative )",acos,extraction
"Service here was great , food was fantastic .","( Service , service general , great , positive ) ; ( food , food quality , fantastic , positive )",acos,extraction
By the time we finished our dinner we still had not received one beverage NOR hooka !,"( NULL , service general , still had not received , negative )",acos,extraction
Their tuna tartar appetizer is to die for .,"( tuna tartar appetizer , food quality , die for , positive )",acos,extraction
Prices are very good .,"( NULL , restaurant prices , good , positive )",acos,extraction
Problem is nothing at Prune is particularly memorable .,"( Prune , restaurant general , memorable , negative )",acos,extraction
It is definitely a good spot for snacks and chat .,"( spot , restaurant general , good , positive )",acos,extraction
"They tell me they are going to cover the garden in glass for the winter , so i ' m looking forward to going there on a snowy night to enjoy it .","( NULL , restaurant miscellaneous , enjoy , positive )",acos,extraction
"Toons has recently been redone , so it ' s now a very attractive space .","( Toons , ambience general , attractive , positive )",acos,extraction
"For me dishes a little oily , but overall dining experience good .","( dishes , food quality , oily , negative ) ; ( NULL , restaurant general , good , positive )",acos,extraction
For starters they delivered us someone else ' s order .,"( NULL , service general , delivered us someone else ' s order , negative )",acos,extraction
I ' ve lived in NY for 5 years and this place has it all .,"( place , restaurant general , has it all , positive )",acos,extraction
A quintessential slice of NYC pizza .,"( slice of NYC pizza , food quality , quintessential , neutral )",acos,extraction
"I had their eggs benedict for brunch , which were the worst in my entire life , I tried removing the hollondaise sauce completely that was how failed it was .","( eggs benedict , food quality , worst , negative )",acos,extraction
Have been dozens of times and never failed to enjoy the experience .,"( NULL , restaurant general , enjoy , positive )",acos,extraction
I recieved prompt service with a smile .,"( service , service general , prompt , positive )",acos,extraction
Unhygienic,"( NULL , food quality , Unhygienic , negative )",acos,extraction
The atmosphere is relaxed and casual .,"( atmosphere , ambience general , relaxed , positive )",acos,extraction
Here the hot dog is elevated to the level of a real entree with numerous variations available .,"( hot dog , food quality , elevated , positive ) ; ( hot dog , food style_options , elevated , positive )",acos,extraction
Not the typical NYC gimmick theme restaurant .,"( restaurant , ambience general , Not the typical , positive )",acos,extraction
It was pretty inexpensive too .,"( NULL , restaurant prices , inexpensive , positive )",acos,extraction
"good music , great food , speedy service affordable prices .","( music , ambience general , good , positive ) ; ( food , food quality , great , positive ) ; ( service , service general , speedy , positive ) ; ( NULL , restaurant prices , affordable , positive )",acos,extraction
Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation .,"( Traditional French decour , ambience general , pleasant , positive ) ; ( hall , ambience general , noisy , negative )",acos,extraction
My fav was the sassy lassi . . .,"( sassy lassi , drinks quality , fav , positive )",acos,extraction
"Admittedly some nights inside the restaurant were rather warm , but the open kitchen is part of the charm .","( open kitchen , ambience general , charm , positive ) ; ( restaurant , ambience general , warm , negative )",acos,extraction
"The Dancing , White River and Millenium rolls are musts .","( Dancing , White River and Millenium rolls , food quality , musts , positive )",acos,extraction
I was very disappointed with this restaurant .,"( restaurant , restaurant general , disappointed , negative )",acos,extraction
"As a Japanese native , I ' ve lived in the Tristate area for over 8 years , but I was just so amazed at this place .","( place , restaurant general , amazed , positive )",acos,extraction
"Not only is it an adventure getting to this somewhat hidden spot , once you enter the unmarked wooden doors , the zen and intimate décor will make you feel like you ’ re no longer in the city .","( spot , location general , hidden , neutral ) ; ( unmarked wooden doors , ambience general , feel like you ’ re no longer in the city , positive ) ; ( décor , ambience general , intimate , positive )",acos,extraction
"This guy refused to seat her and she left , followed shortly by the four of us , but not before I told him that in my 40 years of world travel , including Paris , that I had never seen such a display of bad behavior by a frontman in a restaurant .","( frontman , service general , bad , negative )",acos,extraction
"Overall , excellent restaurant !","( restaurant , restaurant general , excellent , positive )",acos,extraction
The entree was also very good .,"( entree , food quality , good , positive )",acos,extraction
When the main course finally arrived ( another 45mins ) half of our order was missing .,"( NULL , service general , missing , negative )",acos,extraction
"For the people who want great food plus great service , Roxy is a place to AVOID !","( food , food quality , great , negative ) ; ( service , service general , great , negative )",acos,extraction
"Great food , amazing service , this place is a class act .","( food , food quality , Great , positive ) ; ( service , service general , amazing , positive ) ; ( place , restaurant general , class act , positive )",acos,extraction
it ' s delicious !,"( NULL , food quality , delicious , positive )",acos,extraction
This place is great .,"( place , restaurant general , great , positive )",acos,extraction
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you do n ' t like .,"( food , food prices , pricey , negative ) ; ( prixe fixe tasting menu , food quality , greatest , positive ) ; ( prixe fixe tasting menu , food prices , greatest , positive )",acos,extraction
"I ca n ' t wait for summer , when they serve outside on their gigantic patio .","( patio , ambience general , gigantic , positive )",acos,extraction
This little place definitely exceeded my expectations and you sure get a lot of food for your money .,"( food , food style_options , lot , positive ) ; ( place , restaurant general , exceeded my expectations , positive ) ; ( food , food prices , lot , positive )",acos,extraction
The place itself is beautiful the bar scene seems to be happening .,"( place , ambience general , beautiful , positive )",acos,extraction
"Everything is always cooked to perfection , the service is excellent , the decor cool and understated .","( NULL , food quality , perfection , positive ) ; ( service , service general , excellent , positive ) ; ( decor , ambience general , cool , positive ) ; ( decor , ambience general , understated , positive )",acos,extraction
highly recommended .,"( NULL , restaurant general , highly recommended , positive )",acos,extraction
Best drumsticks over rice and sour spicy soup in town !,"( drumsticks over rice , food quality , Best , positive ) ; ( sour spicy soup , food quality , Best , positive )",acos,extraction
We were very pleasantly surprised .,"( NULL , restaurant general , pleasantly surprised , positive )",acos,extraction
"Although the tables may be closely situated , the candle - light , food quality and service overcompensate .","( candle - light , ambience general , overcompensate , positive ) ; ( food , food quality , overcompensate , positive ) ; ( service , service general , overcompensate , positive ) ; ( tables , ambience general , closely situated , negative )",acos,extraction
Kind of a small place but I guess if they are not too busy might be able to fit a group or kids .,"( place , restaurant miscellaneous , small , neutral )",acos,extraction
I highly recommend this beautiful place .,"( place , ambience general , recommend , positive ) ; ( place , restaurant general , beautiful , positive )",acos,extraction
Bison was quite excellent however .,"( Bison , food quality , excellent , positive )",acos,extraction
not sure why this restaurant would be rated that highly .,"( restaurant , restaurant general , highly , negative )",acos,extraction
I really loved the different and inovated touch that ' s the cheff gives to the food .,"( cheff , food style_options , loved , positive ) ; ( cheff , food style_options , inovated , positive )",acos,extraction
We ate at this Thai place following the reviews but very unhappy with the foods .,"( foods , food quality , unhappy , negative )",acos,extraction
Slightly above average wines start at $ 70 + with only one selection listed at $ 30 + .,"( wines , drinks quality , above average , negative ) ; ( wines , drinks prices , above average , negative )",acos,extraction
The farro salad and the mashed yukon potatoes were also extremely tasty .,"( farro salad , food quality , tasty , positive ) ; ( mashed yukon potatoes , food quality , tasty , positive )",acos,extraction
Dessert : pure disaster .,"( Dessert , food quality , disaster , negative )",acos,extraction
