input,output,se_order,paradigm
"The entree was bland and small , dessert was not inspired .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> bland <extra_id_1> entree <extra_id_2> negative <extra_id_3> food quality ; <extra_id_4> small <extra_id_5> entree <extra_id_6> negative <extra_id_7> food style_options ; <extra_id_8> not inspired <extra_id_9> dessert <extra_id_10> negative <extra_id_11> food quality,oasc,extraction
"I noticed alot of indian people eatting there which is a great sign for an indian place !| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> great <extra_id_1> indian place,oa,extraction
"The waiter was attentive , the food was delicious and the views of the city were great .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> service general ; <extra_id_2> positive <extra_id_3> food quality ; <extra_id_4> positive <extra_id_5> location general,sc,extraction
"While their kitchen food is delicious , their Sushi is out of this world .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> delicious <extra_id_1> kitchen food ; <extra_id_2> out of this world <extra_id_3> Sushi,oa,extraction
"Everything is always cooked to perfection , the service is excellent , the decor cool and understated .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> perfection <extra_id_1> NULL ; <extra_id_2> excellent <extra_id_3> service ; <extra_id_4> cool <extra_id_5> decor ; <extra_id_6> understated <extra_id_7> decor,oa,extraction
"The workers there also absolutely load the bagel with cream cheese ( gets a little messy ) .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> bagel <extra_id_1> negative,as,extraction
"The staff is no nonsense .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> service general,sc,extraction
"Nice atmosphere , the service was very pleasant and the desert was good .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> Nice <extra_id_1> atmosphere ; <extra_id_2> pleasant <extra_id_3> service ; <extra_id_4> good <extra_id_5> desert,oa,extraction
"We are very particular about sushi and were both please with every choice which included : ceviche mix ( special ) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality ; <extra_id_2> positive <extra_id_3> food quality ; <extra_id_4> positive <extra_id_5> food quality ; <extra_id_6> positive <extra_id_7> food quality ; <extra_id_8> positive <extra_id_9> food quality ; <extra_id_10> positive <extra_id_11> food quality ; <extra_id_12> positive <extra_id_13> drinks quality ; <extra_id_14> positive <extra_id_15> food quality,sc,extraction
"Watch the talented belly dancers as you enjoy delicious baba ganoush that ' s more lemony than smoky .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality ; <extra_id_2> positive <extra_id_3> ambience general,sc,extraction
"You ca n ' t go wrong with this place .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> ca n ' t go wrong <extra_id_1> place <extra_id_2> positive <extra_id_3> restaurant general,oasc,extraction
"My daughter ' s wedding reception at Water ' s Edge received the highest compliments from our guests .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> Water ' s Edge <extra_id_1> positive,as,extraction
"The mussels were fantastic and so was the dessert . . . definitely going to be back very soon .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> mussels <extra_id_1> positive ; <extra_id_2> dessert <extra_id_3> positive ; <extra_id_4> NULL <extra_id_5> positive,as,extraction
"As many other reviewers noticed , your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> slow <extra_id_1> NULL <extra_id_2> neutral <extra_id_3> service general,oasc,extraction
"I pray it stays open forever .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> stays open forever <extra_id_1> NULL,oa,extraction
"stick with the chicken , beef , and lamb dishes .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> chicken <extra_id_1> positive ; <extra_id_2> beef <extra_id_3> positive ; <extra_id_4> lamb dishes <extra_id_5> positive,as,extraction
"Impressed . . .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> Impressed <extra_id_1> NULL,oa,extraction
"At this point , the waitress comes over and asks us if everything was okay , I was literally so shocked that I was speechless and didn ' t say anything , and guess what , the waitress WALKED away .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> service general,sc,extraction
"The pasta was well cooked , did n ' t have enough sauce though or flavor .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> well cooked <extra_id_1> pasta ; <extra_id_2> did n ' t have enough sauce <extra_id_3> pasta,oa,extraction
"I would never recommend this place to anybody even for a casual dinner .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> place <extra_id_1> negative ; <extra_id_2> place <extra_id_3> negative,as,extraction
"We wo n ' t go to this place again for a good meal .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> good <extra_id_1> meal <extra_id_2> negative <extra_id_3> food quality,oasc,extraction
"IT WAS HORRIBLE .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> restaurant general,sc,extraction
"not sure why this restaurant would be rated that highly .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> restaurant <extra_id_1> negative,as,extraction
"We ordered the chicken casserole , but what we got were a few small pieces of chicken , all dark meat and on the bone .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> chicken casserole <extra_id_1> negative ; <extra_id_2> chicken casserole <extra_id_3> negative,as,extraction
"When I got there the place was packed but they made sure to seat me quickly .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> service general,sc,extraction
"THE SERVICE IS AMAZING , i ' ve had different waiters and they were all nice , which is a rare thing in NYC .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> AMAZING <extra_id_1> SERVICE ; <extra_id_2> nice <extra_id_3> waiters,oa,extraction
"Anybody who likes this place must be from a different planet , where greasy , dry and tasteless are complimentary .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> greasy <extra_id_1> NULL ; <extra_id_2> dry <extra_id_3> NULL ; <extra_id_4> tasteless <extra_id_5> NULL,oa,extraction
"Our food was great too !| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality,sc,extraction
"The service was the only thing good about this restaurant .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> service <extra_id_1> positive,as,extraction
"Would NEVER go back| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> NEVER go back <extra_id_1> NULL,oa,extraction
"It melted in my little mouth and the perfect consistency - not too fishy , creamy , and slightly buttery .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive ; <extra_id_2> NULL <extra_id_3> positive ; <extra_id_4> NULL <extra_id_5> positive ; <extra_id_6> NULL <extra_id_7> positive,as,extraction
"I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere !| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> take my business elsewhere <extra_id_1> manager <extra_id_2> negative <extra_id_3> service general,oasc,extraction
"Definitely a great spot for a nice occasion or date .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> great <extra_id_1> spot,oa,extraction
"I would highly recommend .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
"I ordered the vitello alla marsala and I was pretty impressed .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> impressed <extra_id_1> vitello alla marsala <extra_id_2> positive <extra_id_3> food quality,oasc,extraction
"The food was mediocre at best but it was the horrible service that made me vow never to go back .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> mediocre <extra_id_1> food <extra_id_2> negative <extra_id_3> food quality ; <extra_id_4> horrible <extra_id_5> service <extra_id_6> negative <extra_id_7> service general,oasc,extraction
"The food was delicious ( I had a halibut special , my husband had steak ) , and the service was top - notch .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> food <extra_id_1> positive ; <extra_id_2> halibut special <extra_id_3> positive ; <extra_id_4> steak <extra_id_5> positive ; <extra_id_6> service <extra_id_7> positive,as,extraction
"My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary , and to our surprise it was fantastic .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> Jekyll and Hyde Pub <extra_id_1> positive ; <extra_id_2> Jekyll and Hyde Pub <extra_id_3> positive,as,extraction
"Had no flavor and the staff is rude and not attentive .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> service general ; <extra_id_2> negative <extra_id_3> service general ; <extra_id_4> negative <extra_id_5> food quality,sc,extraction
"Not sure where the previous reviewer , lonk , dined , but Saul is in a great neighborhood and has great food !| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> location general ; <extra_id_2> positive <extra_id_3> food quality,sc,extraction
"Volare virgins or weekly regulars , everyone gets treated the same and you ca n ' t ask for more than that when the service is this friendly .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> service <extra_id_1> positive,as,extraction
"This is a great place to take out - of - towners , and perfect for watching the sunset .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> great <extra_id_1> place <extra_id_2> positive <extra_id_3> location general,oasc,extraction
"never swaying , never a bad meal , never bad service . . .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> never swaying <extra_id_1> NULL <extra_id_2> positive <extra_id_3> restaurant general ; <extra_id_4> never a bad <extra_id_5> meal <extra_id_6> positive <extra_id_7> food quality ; <extra_id_8> never bad <extra_id_9> service <extra_id_10> positive <extra_id_11> service general,oasc,extraction
"Single Worst Restaurant in Manhattan| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> restaurant general,sc,extraction
"The wine list is also really nice .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> nice <extra_id_1> wine list <extra_id_2> positive <extra_id_3> drinks style_options,oasc,extraction
"A great choice at any cost and a great deal .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> A great choice <extra_id_1> NULL ; <extra_id_2> a great deal <extra_id_3> NULL,oa,extraction
"The food was authentic .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> food <extra_id_1> positive,as,extraction
"The veal and the mushrooms were cooked perfectly .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality ; <extra_id_2> positive <extra_id_3> food quality,sc,extraction
"It is set far from the small street it ' s on , and there is no traffic noise .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> no traffic noise <extra_id_1> NULL,oa,extraction
"Helpful service and average price per dish $ 10 .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> service general ; <extra_id_2> neutral <extra_id_3> food prices,sc,extraction
"This quaint and romantic trattoria is at the top of my Manhattan restaurant list .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> quaint <extra_id_1> trattoria <extra_id_2> positive <extra_id_3> ambience general ; <extra_id_4> romantic <extra_id_5> trattoria <extra_id_6> positive <extra_id_7> restaurant general,oasc,extraction
"Have recommended the place to friends , always gets good response .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> place <extra_id_1> positive,as,extraction
"All the various Greek and Cypriot dishes are excellent , but the gyro is the reason to come - - if you do n ' t eat one your trip was wasted .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> excellent <extra_id_1> Greek and Cypriot dishes ; <extra_id_2> the reason to come <extra_id_3> gyro,oa,extraction
"I recommend it !| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
"Excellent food , although the interior could use some help .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> Excellent <extra_id_1> food ; <extra_id_2> help <extra_id_3> interior,oa,extraction
"Service is average .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> average <extra_id_1> Service,oa,extraction
"Ask for Usha , the nicest bartender in manhattan .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> service general,sc,extraction
"I highly recommend this beautiful place .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> place <extra_id_1> positive ; <extra_id_2> place <extra_id_3> positive,as,extraction
"Pizza here is consistently good .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality,sc,extraction
"The lobster sandwich is $ 24 and although it was good it was not nearly enough to warrant that price .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality ; <extra_id_2> negative <extra_id_3> food prices,sc,extraction
"Dessert is a joke . . . dont bother| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> food quality,sc,extraction
"Way below average| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> below average <extra_id_1> NULL <extra_id_2> negative <extra_id_3> restaurant general,oasc,extraction
"The service was the only thing good about this restaurant .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> service general,sc,extraction
"I was very disappointed with this restaurant .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> restaurant general,sc,extraction
"great food , great wine list , great service in a great neighborhood . . .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality ; <extra_id_2> positive <extra_id_3> drinks style_options ; <extra_id_4> positive <extra_id_5> service general ; <extra_id_6> positive <extra_id_7> location general,sc,extraction
"The price is reasonable although the service is poor .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> reasonable <extra_id_1> NULL ; <extra_id_2> poor <extra_id_3> service,oa,extraction
"An excellent service| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> service <extra_id_1> positive,as,extraction
"Who has room for Cheesesticks with the best pizza in NYC !| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> best <extra_id_1> pizza <extra_id_2> positive <extra_id_3> food quality,oasc,extraction
"The place was quiet and delightful .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> quiet <extra_id_1> place ; <extra_id_2> delightful <extra_id_3> place,oa,extraction
"Food is excellent .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> excellent <extra_id_1> Food <extra_id_2> positive <extra_id_3> food quality,oasc,extraction
"Do n ' t miss Bloom ' s on your next trip to Manhatten .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> miss <extra_id_1> Bloom ' s,oa,extraction
"Worth visiting the 1st Ave spot because it is the original store .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> 1st Ave spot <extra_id_1> positive,as,extraction
"Personal pans are the perfect size for those hungry nights .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food style_options,sc,extraction
"The location and ambience is Ok but the food is what makes up for it .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> Ok <extra_id_1> location ; <extra_id_2> Ok <extra_id_3> ambience ; <extra_id_4> makes up for it <extra_id_5> food,oa,extraction
"lobster was good , nothing spectacular .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> good <extra_id_1> lobster,oa,extraction
"Food was good not great not worth the wait or another visit| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> good not great not worth the wait or another visit <extra_id_1> Food <extra_id_2> neutral <extra_id_3> food quality,oasc,extraction
"I ' ve lived in NY for 5 years and this place has it all .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
"The first time the sushi was outstanding , the second time it was a little bland .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> sushi <extra_id_1> positive ; <extra_id_2> sushi <extra_id_3> negative,as,extraction
"The sake menu should not be overlooked !| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> overlooked <extra_id_1> sake menu,oa,extraction
"The wait staff is pleasant , fun , and for the most part gorgeous ( in the wonderful aesthetic beautification way , not in that she ' s - way - cuter - than - me - that - b @ # $ * way ) .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> pleasant <extra_id_1> wait staff <extra_id_2> positive <extra_id_3> service general ; <extra_id_4> fun <extra_id_5> wait staff <extra_id_6> positive <extra_id_7> service general ; <extra_id_8> gorgeous <extra_id_9> wait staff <extra_id_10> positive <extra_id_11> service general,oasc,extraction
"Great food , great decor , great service .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality ; <extra_id_2> positive <extra_id_3> ambience general ; <extra_id_4> positive <extra_id_5> service general,sc,extraction
"The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> cute <extra_id_1> brioche and lollies <extra_id_2> positive <extra_id_3> food quality ; <extra_id_4> sweet <extra_id_5> brioche and lollies <extra_id_6> positive <extra_id_7> food quality,oasc,extraction
"Go to Volare for 1st class service and terrific food .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> 1st class <extra_id_1> service <extra_id_2> positive <extra_id_3> service general ; <extra_id_4> terrific <extra_id_5> food <extra_id_6> positive <extra_id_7> food quality,oasc,extraction
"We waited at the bar and had martinis that were just right .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> martinis <extra_id_1> positive,as,extraction
"The kitchen however , is almost always slow .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> slow <extra_id_1> kitchen <extra_id_2> negative <extra_id_3> service general,oasc,extraction
"Authentic Taiwanese food that ' s cheap . . . what more could you ask for ?| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality ; <extra_id_2> positive <extra_id_3> food prices,sc,extraction
"Wonderful at holiday time .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> Wonderful <extra_id_1> NULL,oa,extraction
"First of all , this place is *not* romantic , as claimed by Citysearch ' s editorial review .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> ambience general,sc,extraction
"the all - u - can - eat sushi is definitely in very poor quality .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> all - u - can - eat sushi <extra_id_1> negative,as,extraction
"Over the years the host , Vittorio , and his crew , have always treated me as family - - although with all the business this not - so - little gem does , it amazing he ' s even able to remember a consistent but not - so - frequent visitor .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> host <extra_id_1> positive ; <extra_id_2> crew <extra_id_3> positive,as,extraction
"Drawbacks : service is slow and they do n ' t toast !| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> slow <extra_id_1> service,oa,extraction
"I highly recommend visiting this restaurant and having dinner and drinks !| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> recommend <extra_id_1> restaurant,oa,extraction
"But after last night , Spice Grill is the only place I ' m eating indian cuisine .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> indian cuisine <extra_id_1> positive,as,extraction
"Service is not exactly five star , but thats not really a big deal .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> Service <extra_id_1> neutral,as,extraction
"Be prepared to wait , because the place is pretty tiny .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> place <extra_id_1> negative ; <extra_id_2> place <extra_id_3> negative,as,extraction
"One of the best , if not THE best , restaurants in Park Slope ( and NY in general )| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
"The anti - pasta was excellent , especially the calamari , as were the filling pasta mains .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> anti - pasta <extra_id_1> positive ; <extra_id_2> calamari <extra_id_3> positive ; <extra_id_4> pasta mains <extra_id_5> positive ; <extra_id_6> pasta mains <extra_id_7> positive,as,extraction
"I recommend the jelly fish , drunken chicken and the soupy dumplings , certainly the stir fry blue crab .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality ; <extra_id_2> positive <extra_id_3> food quality ; <extra_id_4> positive <extra_id_5> food quality ; <extra_id_6> positive <extra_id_7> food quality,sc,extraction
"The portion sizes here are huge , and the sushi is good .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> huge <extra_id_1> portion sizes <extra_id_2> positive <extra_id_3> food style_options ; <extra_id_4> good <extra_id_5> sushi <extra_id_6> positive <extra_id_7> food quality,oasc,extraction
"Keep up the good work guys !| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive,as,extraction
"The portion sizes here are huge , and the sushi is good .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food style_options ; <extra_id_2> positive <extra_id_3> food quality,sc,extraction
"The food and service were fine , however the maitre - D was incredibly unwelcoming and arrogant .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> fine <extra_id_1> food ; <extra_id_2> fine <extra_id_3> service ; <extra_id_4> unwelcoming <extra_id_5> maitre - D ; <extra_id_6> arrogant <extra_id_7> maitre - D,oa,extraction
"I have never left a restaurant feeling as if i was abused , and wasted my hard earned money .| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> abused <extra_id_1> restaurant ; <extra_id_2> abused <extra_id_3> restaurant,oa,extraction
"Conveniently located too , being right on Bedford ave .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> location general,sc,extraction
"How do you rate home ?| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> home <extra_id_1> NULL <extra_id_2> positive <extra_id_3> restaurant miscellaneous,oasc,extraction
"My wife and I always enjoy the young , not always well trained but nevertheless friendly , staff , all of whom have a story .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> enjoy <extra_id_1> staff <extra_id_2> positive <extra_id_3> service general ; <extra_id_4> young <extra_id_5> staff <extra_id_6> positive <extra_id_7> service general ; <extra_id_8> not always well trained <extra_id_9> staff <extra_id_10> positive <extra_id_11> service general ; <extra_id_12> friendly <extra_id_13> staff <extra_id_14> positive <extra_id_15> service general,oasc,extraction
"Fish is so very fresh .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality,sc,extraction
"For the people who want great food plus great service , Roxy is a place to AVOID !| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> food quality ; <extra_id_2> negative <extra_id_3> service general,sc,extraction
"By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner , which would have been acceptable if we got to enjoy the experience of good food and belly dancers !| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> our wallets were empy and so were our stomachs <extra_id_1> food <extra_id_2> negative <extra_id_3> food quality ; <extra_id_4> left our wallets were empy <extra_id_5> NULL <extra_id_6> negative <extra_id_7> restaurant prices ; <extra_id_8> missed <extra_id_9> NULL <extra_id_10> negative <extra_id_11> restaurant miscellaneous,oasc,extraction
"I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere !| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> service general,sc,extraction
"This is a wonderful place on all stand points especially value ofr money .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant prices ; <extra_id_2> positive <extra_id_3> restaurant general,sc,extraction
"Bison was quite excellent however .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> food quality,sc,extraction
"The prices were CHEAP compared to the quality of service and food .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive,as,extraction
"this is can became on e of the NY Italian Food fare institutions .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> fare institutions <extra_id_1> NULL <extra_id_2> positive <extra_id_3> restaurant general,oasc,extraction
"Have been several times and it never dissapoints .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> positive <extra_id_1> restaurant general,sc,extraction
"Priced at upper intermediate range .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> restaurant prices,sc,extraction
"Wine list selection is good and wine - by - the - glass was generously filled to the top .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> good <extra_id_1> Wine list selection <extra_id_2> positive <extra_id_3> drinks style_options ; <extra_id_4> generously filled <extra_id_5> wine - by - the - glass <extra_id_6> positive <extra_id_7> drinks style_options,oasc,extraction
"So I decide to report back to the waitress because it was completely inedible .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> NULL <extra_id_1> negative,as,extraction
"If you ' ve ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> view <extra_id_1> positive,as,extraction
"The fish was not fresh and the rice tasted old and stale .| sentiment : <extra_id_0> ,category : <extra_id_1>",<extra_id_0> negative <extra_id_1> food quality ; <extra_id_2> negative <extra_id_3> food quality ; <extra_id_4> negative <extra_id_5> food quality,sc,extraction
"This place is great .| opinion : <extra_id_0> ,aspect : <extra_id_1> ,sentiment : <extra_id_2> ,category : <extra_id_3>",<extra_id_0> great <extra_id_1> place <extra_id_2> positive <extra_id_3> restaurant general,oasc,extraction
"If you do n ' t mind pre - sliced low quality fish , unfriendly staff and a sushi chef that looks like he is miserable then this is your place .| aspect : <extra_id_0> ,sentiment : <extra_id_1>",<extra_id_0> fish <extra_id_1> negative ; <extra_id_2> staff <extra_id_3> negative ; <extra_id_4> sushi chef <extra_id_5> negative,as,extraction
"Slightly on the pricey side but worth it !| opinion : <extra_id_0> ,aspect : <extra_id_1>",<extra_id_0> pricey <extra_id_1> NULL ; <extra_id_2> worth <extra_id_3> NULL,oa,extraction
